method	contrast_id	level_a	level_b	feature_id	gene_id	p_value	q_value	n_junctions	mapping_complete	short_read_effect_norm	native_effect_dot_product	long_read_effect_norm	pooled_dot_product	pooled_cosine	pooled_replicated	replicate_1_dot_product	replicate_2_dot_product	both_replicates_replicated	minimum_pooled_depth	minimum_replicate_depth	block_id	gene_name	event_type	n_paths	n_mappable_paths	n_mapped_transcripts	original_effect_norm	replicate_1_cosine	replicate_2_cosine	technical_g_test_p_value	counts_a_rep1	counts_a_rep2	counts_b_rep1	counts_b_rep2	technical_g_test_fdr	technical_bh_directional_replication	statistic	raw_p_value	rank	p_tie_size	n_evaluable	n_agreement	n_observed	cumulative_agreement	p_value_pairwise
Tealeaf pairwise	NA	ASC	EX_cortical	ENSMUSG00000045103.20:B4|cell_type|ASC|EX_cortical	ENSMUSG00000045103.20	4.734624307561195e-05	NA	NA	True	NA	NA	0.2630821433885389	0.0568749454117277	0.787135511345728	True	0.0916289788579481	0.037027954764815	True	58.31	18.17	ENSMUSG00000045103.20:B4	Dmd	alternative last region	3.0	3.0	3.0	0.2746503238523792	0.8920643315574655	0.5972238226869531	3.161434308739673e-15	[0, 5, 12]	[1, 7, 32]	[35, 0, 265]	[35, 0, 178]	3.238788552464154e-14	True	140.67671840395047	4.997954648269542e-06	99	50	200	57	99	0.5757575757575758	NA
Tealeaf pairwise	NA	ASC	EX_cortical	ENSMUSG00000014602.16:B1|cell_type|ASC|EX_cortical	ENSMUSG00000014602.16	4.734624307561195e-05	NA	NA	True	NA	NA	0.4173132019613031	0.0080024506285798	0.9855915776158268	True	0.0144483254263953	0.001968386934006	True	27.02	9.5	ENSMUSG00000014602.16:B1	Kif1a	alternative first region	3.0	3.0	3.0	0.0194564631459231	0.9986748755670573	0.9315807594026662	0.0002148427079926	[0, 0, 9]	[0, 3, 13]	[45, 44, 58]	[7, 24, 75]	0.000757851750172	True	42.95497895960639	6.14645513587481e-06	100	50	200	58	100	0.58	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000005506.17:B4|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005506.17	4.734624307561195e-05	NA	NA	True	NA	NA	0.041906785323082	-0.0005913117904317	-0.4098316544337664	False	0.0016278924576366	-0.0038235655692277	False	57.400000000000006	19.4	ENSMUSG00000005506.17:B4	Celf1	compound internal	3.0	3.0	9.0	0.0344291810222128	0.8268901077774441	-0.861714286196364	0.9032531319569086	[26, 5, 5]	[14, 0, 4]	[31, 8, 5]	[18, 0, 8]	1.0	False	66.06134819670058	7.429200091603489e-06	101	50	200	58	101	0.5742574257425742	NA
Tealeaf pairwise	NA	ASC	EX_cerebellum_granule	ENSMUSG00000031748.17:B1|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000031748.17	4.734624307561195e-05	NA	NA	True	NA	NA	0.12477342214461	0.0311799716775289	0.7788950227029434	True	-0.0148447508069502	0.0169852832947014	False	46.4	1.0	ENSMUSG00000031748.17:B1	Gnao1	alternative first region	3.0	3.0	3.0	0.3208298004425455	-0.0490230011255999	0.6876830574768144	0.064392765595638	[13, 37, 17]	[10, 82, 37]	[0, 0, 1]	[1, 28, 15]	0.1247690810233389	False	74.79911260085366	1.0537057625818011e-05	102	50	200	59	102	0.5784313725490197	NA
Tealeaf pairwise	NA	EX_cortical	EX_hippocampus_granule	ENSMUSG00000020315.19:B1|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000020315.19	4.734624307561195e-05	NA	NA	True	NA	NA	0.1118209372279671	-0.0013670830113822	-0.8686387493191456	False	0.0012415768626069	-0.0037542790465548	False	251.75	117.78	ENSMUSG00000020315.19:B1	Sptbn1	alternative first region	3.0	3.0	3.0	0.0140744865192997	0.5342425198037195	-0.7263436531530295	0.0028997384787501	[94, 74, 217]	[104, 197, 384]	[23, 44, 66]	[43, 0, 74]	0.0090078972743108	False	90.51454399421522	1.4939019195063308e-05	103	50	200	59	103	0.5728155339805825	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000037386.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000037386.17	4.734624307561195e-05	NA	NA	True	NA	NA	0.4870054323650601	0.0035224049861532	0.1138602092807179	True	0.0101276064186498	0.0015332038730285	True	86.39999999999999	38.44	ENSMUSG00000037386.17:B1	Rims2	alternative first region	3.0	3.0	3.0	0.0635233661849293	0.543777530453723	0.0398236839142727	1.4668486056075476e-13	[0, 42, 31]	[3, 38, 99]	[9, 28, 10]	[9, 20, 8]	1.3848776541177139e-12	True	62.70462272101975	1.5794003644445377e-05	104	50	200	60	104	0.5769230769230769	NA
Tealeaf pairwise	NA	ASC	EX_cortical	ENSMUSG00000018501.18:B1|cell_type|ASC|EX_cortical	ENSMUSG00000018501.18	4.734624307561195e-05	NA	NA	True	NA	NA	0.2811668539994022	0.0134247108242268	0.6532183853311957	True	0.0103688011330116	0.0151380788083429	True	130.01999999999998	48.79	ENSMUSG00000018501.18:B1	Ncor1	whole-gene complex	3.0	3.0	3.0	0.0730941160108101	0.6532183853311959	0.6532183853311959	2.1608635201886465e-05	[0, 22, 26]	[0, 39, 41]	[0, 68, 155]	[0, 107, 306]	8.670464874756945e-05	True	47.18418646819405	1.7766716444753983e-05	105	50	200	61	105	0.580952380952381	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000096054.4:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000096054.4	4.734624307561195e-05	NA	NA	True	NA	NA	0.1255485354017447	0.0049252508468896	0.8308696755640808	True	-0.0012314646320002	0.010938728584507	False	1704.1999999999998	687.1199999999999	ENSMUSG00000096054.4:B1	Syne1	whole-gene complex	3.0	3.0	3.0	0.0472154132163208	-0.540782294890665	0.9158677305674484	3.842776888029147e-12	[221, 687, 9]	[341, 509, 23]	[156, 496, 33]	[212, 771, 33]	3.2748620736036006e-11	True	30.56216270893164	2.1321307617480847e-05	106	50	200	62	106	0.5849056603773585	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000021244.16:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000021244.16	4.734624307561195e-05	NA	NA	True	NA	NA	0.0388859573070767	0.0023253332963793	0.8294217672177103	True	0.0010799761800075	0.0032209242216348	True	1153.92	516.1800000000001	ENSMUSG00000021244.16:B1	Ylpm1	alternative first region	3.0	3.0	3.0	0.0720969655870631	0.8651019839587497	0.7465391482874384	0.1695159861255717	[204, 173, 137]	[427, 340, 290]	[251, 217, 159]	[225, 182, 118]	0.2858912340436526	False	33.89799242751484	2.2335712737160377e-05	107	50	200	63	107	0.5887850467289719	NA
Tealeaf pairwise	NA	EX_cerebellum_granule	INH_medium_spiny	ENSMUSG00000063077.16:B1|cell_type|EX_cerebellum_granule|INH_medium_spiny	ENSMUSG00000063077.16	4.734624307561195e-05	NA	NA	True	NA	NA	0.5880317721971576	0.079821833864554	0.8664334099947331	True	0.0971123276640668	0.0509682269152373	True	123.95	2.48	ENSMUSG00000063077.16:B1	Kif1b	alternative first region	3.0	3.0	3.0	0.1566699549301348	0.9998735554235026	0.7390888185068369	1.1226741312884833e-24	[0, 1, 1]	[28, 32, 59]	[0, 114, 21]	[0, 57, 34]	1.8324325227640838e-23	True	63.10729126104376	2.483719359960623e-05	108	50	200	64	108	0.5925925925925926	NA
Tealeaf pairwise	NA	ASC	INH_medium_spiny	ENSMUSG00000022961.19:B1|cell_type|ASC|INH_medium_spiny	ENSMUSG00000022961.19	4.734624307561195e-05	NA	NA	True	NA	NA	0.0910141356556356	-0.0012303702923656	-0.1740776836985359	False	-0.0008569450775062	-2.184021411342108e-05	False	369.58	109.2	ENSMUSG00000022961.19:B1	Son	alternative first region	3.0	3.0	4.0	0.0776575863254405	-0.3387172206570814	-0.0030088986530854	0.0311766159238213	[22, 73, 12]	[31, 199, 29]	[71, 202, 36]	[49, 182, 23]	0.0680795490581405	False	33.95607261379334	2.526435548507979e-05	109	50	200	64	109	0.5871559633027523	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000045103.20:B4|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000045103.20	4.734624307561195e-05	NA	NA	True	NA	NA	0.1533158593354154	-0.0037814971324351	-0.758653931138041	False	-0.0027992105772962	-0.0049972694547526	False	180.2	82.75	ENSMUSG00000045103.20:B4	Dmd	alternative last region	3.0	3.0	3.0	0.0325111986160774	-0.7586539311380407	-0.7586539311380409	1.386900375615749e-05	[35, 0, 265]	[35, 0, 178]	[3, 0, 79]	[2, 0, 95]	5.707628468880218e-05	False	69.42611319933503	2.668679857773768e-05	110	50	200	64	110	0.5818181818181818	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000031865.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000031865.17	4.734624307561195e-05	NA	NA	True	NA	NA	0.29146592122815	0.0384249512660942	0.9746336141268864	True	0.0080458101893656	0.0485282690429472	True	639.4	285.65	ENSMUSG00000031865.17:B1	Dctn1	alternative first region	3.0	3.0	3.0	0.1352646011250073	0.4123985862298705	0.9931894605282672	6.62404688329628e-51	[101, 0, 237]	[207, 256, 550]	[69, 0, 284]	[56, 0, 228]	3.3573458676917464e-49	True	71.53824305551507	4.2042383119216495e-05	111	50	200	65	111	0.5855855855855856	NA
Tealeaf pairwise	NA	EX_cerebellum_granule	EX_cortical	ENSMUSG00000096054.4:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000096054.4	4.734624307561195e-05	NA	NA	True	NA	NA	0.3055821781056429	-0.0011811308435896	-0.2200836093012283	False	-0.0005319304153402	-0.0018744838057246	False	1791.6	95.0	ENSMUSG00000096054.4:B1	Syne1	whole-gene complex	3.0	3.0	3.0	0.0175623362857525	-0.160445099206345	-0.2541446161415656	2.1147335059711164e-80	[9, 83, 2]	[265, 2522, 82]	[221, 687, 9]	[341, 509, 23]	2.2627648513890944e-78	False	47.900931535441934	4.385703555987901e-05	112	50	200	65	112	0.5803571428571429	NA
Tealeaf pairwise	NA	EX_cortical	ODC	ENSMUSG00000020315.19:B1|cell_type|EX_cortical|ODC	ENSMUSG00000020315.19	4.734624307561195e-05	NA	NA	True	NA	NA	0.7307937676934556	0.057998188466529	0.7739994691095868	True	0.0487364676044538	0.0632089277286229	True	595.51	212.07	ENSMUSG00000020315.19:B1	Sptbn1	alternative first region	3.0	3.0	3.0	0.102536604366196	0.7043496114760008	0.805348898582172	3.7744582695001063e-141	[94, 74, 217]	[104, 197, 384]	[166, 4, 41]	[297, 0, 85]	7.269606627057204e-139	True	69.26251099408509	4.835036018819572e-05	113	50	200	66	113	0.584070796460177	NA
Tealeaf pairwise	NA	ASC	EX_cortical	ENSMUSG00000028809.17:B1|cell_type|ASC|EX_cortical	ENSMUSG00000028809.17	4.734624307561195e-05	NA	NA	True	NA	NA	0.2748201590060709	0.0168988287452651	0.9693844014903136	True	0.0133201834770706	0.0188575028521913	True	212.07	81.74000000000001	ENSMUSG00000028809.17:B1	Srrm1	alternative first region	3.0	3.0	4.0	0.0634325238001917	0.9406742043914946	0.9853775685595312	4.183026839063034e-07	[0, 43, 38]	[10, 61, 58]	[0, 136, 60]	[20, 376, 139]	2.214107052629434e-06	True	35.03261805804374	8.220122869636726e-05	114	50	200	67	114	0.5877192982456141	NA
Tealeaf pairwise	NA	ASC	ODC	ENSMUSG00000022961.19:B1|cell_type|ASC|ODC	ENSMUSG00000022961.19	4.734624307561195e-05	NA	NA	True	NA	NA	0.024911402819656	-0.0010570842735533	-0.5536706080424932	False	0.0027500793430648	-0.0027784366685798	False	369.58	109.2	ENSMUSG00000022961.19:B1	Son	alternative first region	3.0	3.0	4.0	0.0766407874188515	0.3307065333751083	-0.9295497414116451	0.5555444890698069	[22, 73, 12]	[31, 199, 29]	[37, 222, 38]	[58, 326, 59]	0.7085951562572504	False	69.87003720934852	8.69505852644439e-05	115	50	200	67	115	0.5826086956521739	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000027797.16:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000027797.16	4.734624307561195e-05	NA	NA	True	NA	NA	0.603932830998667	0.1552382706688297	0.9960848572651172	True	0.1268306741688024	0.1722936790986493	True	524.7	204.17	ENSMUSG00000027797.16:B1	Dclk1	alternative first region	3.0	3.0	4.0	0.2580559154185792	0.9583839732997742	0.9997322192650288	6.099738177634657e-83	[242, 118, 68]	[534, 94, 133]	[52, 118, 149]	[31, 82, 89]	8.391496950088821e-81	True	46.95492024043557	0.0001039228710718	116	50	200	68	116	0.5862068965517241	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000022914.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000022914.18	4.734624307561195e-05	NA	NA	True	NA	NA	0.0875454424756406	0.0005246922274029	0.1031074101578623	True	0.0002976689431206	0.001422556295665	True	284.32	109.03	ENSMUSG00000022914.18:B1	Brwd1	alternative first region	3.0	3.0	4.0	0.0581274418345903	0.03217094112196	0.4929305154896445	0.0575804511195605	[23, 13, 102]	[29, 15, 204]	[15, 9, 150]	[12, 3, 93]	0.113860317100897	False	66.74513750907322	0.0001040569498059	117	50	200	69	117	0.5897435897435898	NA
Tealeaf pairwise	NA	ASC	EX_cerebellum_granule	ENSMUSG00000022892.12:B1|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000022892.12	4.734624307561195e-05	NA	NA	True	NA	NA	0.2214992006647589	0.0342623728183285	0.9995741656694508	True	0.0573521403836267	0.031418257070787	True	209.81	22.25	ENSMUSG00000022892.12:B1	App	alternative first region	3.0	3.0	3.0	0.1547498547428583	0.998899879997092	0.9958481494387068	1.7256484141995532e-08	[5, 40, 45]	[1, 53, 63]	[0, 4, 17]	[0, 188, 413]	1.045156869732182e-07	True	34.77326417450989	0.0001732354363	118	50	200	70	118	0.5932203389830508	NA
Tealeaf pairwise	NA	EX_cerebellum_granule	EX_cortical	ENSMUSG00000075318.14:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000075318.14	4.734624307561195e-05	NA	NA	True	NA	NA	0.3123410253464446	0.0051886611636942	0.9997644677833188	True	NA	NA	NA	62.5	0.0	ENSMUSG00000075318.14:B1	Scn2a	alternative first region	3.0	3.0	3.0	0.0166160802690398	NA	NA	8.409702270090957e-07	[0, 0, 0]	[0, 0, 62]	[92, 0, 231]	[0, 0, 95]	4.262391203209259e-06	True	57.60908903442368	0.0001840675029362	119	50	200	71	119	0.5966386554621849	NA
Tealeaf pairwise	NA	ASC	EX_cerebellum_granule	ENSMUSG00000096054.4:B1|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000096054.4	4.734624307561195e-05	NA	NA	True	NA	NA	0.0694277218688099	-0.0015950598124818	-0.3043881814931543	False	-0.0022112829946042	-0.0011596969527165	False	1550.94	95.0	ENSMUSG00000096054.4:B1	Syne1	whole-gene complex	3.0	3.0	3.0	0.07547728541217	-0.3888281680270616	-0.2438402544340615	1.3726906971480174e-22	[79, 413, 0]	[152, 906, 0]	[9, 83, 2]	[265, 2522, 82]	2.0654705333649077e-21	False	35.34008692508607	0.0002085648346429	120	50	200	71	120	0.5916666666666667	NA
Tealeaf pairwise	NA	EX_cerebellum_granule	EX_cortical	ENSMUSG00000022892.12:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000022892.12	4.734624307561195e-05	NA	NA	True	NA	NA	0.1893695893714822	0.0135025484752338	0.9776878450628128	True	0.027499422757228	0.0116085598243842	True	624.8199999999999	22.25	ENSMUSG00000022892.12:B1	App	alternative first region	3.0	3.0	3.0	0.0729298451989727	0.9776878450628128	0.9776878450628128	8.623911740692749e-11	[0, 4, 17]	[0, 188, 413]	[0, 756, 794]	[0, 1921, 2562]	6.863493393625716e-10	True	30.588962074522083	0.0002651804530545	121	50	200	72	121	0.5950413223140496	NA
Tealeaf pairwise	NA	EX_cortical	EX_hippocampus_granule	ENSMUSG00000014602.16:B4|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000014602.16	4.921017666453422e-05	NA	NA	True	NA	NA	0.2952506275276282	-0.0108972360699319	-1.0	False	-0.0113591183273859	-0.0101591396471263	False	21.25	10.12	ENSMUSG00000014602.16:B4	Kif1a	cassette exon	2.0	2.0	4.0	0.0369084264483477	-1.0	-1.0	0.012702379100666	[160, 44]	[103, 24]	[10, 0]	[11, 0]	0.0317724443478998	False	71.47768483845847	1.7201514232334825e-05	122	1	200	72	122	0.5901639344262295	NA
Tealeaf pairwise	NA	ASC	EX_cortical	ENSMUSG00000055254.16:B2|cell_type|ASC|EX_cortical	ENSMUSG00000055254.16	5.305321237200913e-05	NA	NA	True	NA	NA	1.2614255745385154	0.5891526987868431	0.9724431195502568	True	0.6138322504314374	0.5965958776343455	True	22.27	1.7	ENSMUSG00000055254.16:B2	Ntrk2	alternative last region	4.0	4.0	4.0	0.4802883272283149	0.9432623614132848	0.9749801726818816	5.6712166700614835e-15	[1, 0, 12, 0]	[0, 0, 24, 0]	[0, 0, 0, 1]	[0, 2, 1, 17]	5.748822792914957e-14	True	255.4797153131608	8.243416950827624e-14	123	14	200	73	123	0.5934959349593496	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000040785.20:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000040785.20	5.305321237200913e-05	NA	NA	True	NA	NA	0.2231630580578543	-0.0026150929353977	-0.3256791877172459	False	-0.0032574798993816	-0.0004709353788276	False	768.87	281.67	ENSMUSG00000040785.20:B1	Ttc3	whole-gene complex	4.0	4.0	4.0	0.035981131562978	-0.9861559640674764	-0.0416179709335259	1.3586908149895388e-18	[332, 12, 138, 0]	[1047, 83, 99, 0]	[306, 46, 133, 0]	[188, 0, 92, 0]	1.6992457854999038e-17	False	168.75037775394978	2.543883135657461e-13	124	14	200	73	124	0.5887096774193549	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000015222.19:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000015222.19	5.305321237200913e-05	NA	NA	True	NA	NA	0.0043181483082312	4.551700323353622e-05	0.5108125197128547	True	0.0001020059027353	NA	NA	707.41	315.66	ENSMUSG00000015222.19:B1	Map2	alternative first region	4.0	4.0	4.0	0.0206354799238211	0.5108125197128671	NA	0.2622746927053505	[0, 523, 0, 0]	[0, 564, 0, 0]	[2, 313, 0, 0]	[0, 391, 0, 0]	0.4041128465204039	False	147.3093053461369	2.4241720848608044e-11	125	14	200	74	125	0.592	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000022961.19:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000022961.19	5.305321237200913e-05	NA	NA	True	NA	NA	0.0401207025805826	0.0005927001569502	0.3516679056074778	True	0.0019919292269932	-6.913854360449446e-07	False	566.03	255.52	ENSMUSG00000022961.19:B3	Son	alternative last region	4.0	4.0	4.0	0.0420081714365358	0.3300632718818103	-0.000130824297865	0.4182880657983181	[38, 157, 29, 37]	[48, 212, 91, 98]	[36, 154, 47, 71]	[23, 146, 35, 49]	0.5770937068249002	False	119.41081479613436	1.3920071103110646e-10	126	14	200	75	126	0.5952380952380952	NA
Tealeaf pairwise	NA	ASC	EX_cortical	ENSMUSG00000040785.20:B1|cell_type|ASC|EX_cortical	ENSMUSG00000040785.20	5.305321237200913e-05	NA	NA	True	NA	NA	0.5225993349050451	-0.011719843676476	-0.7191658962952086	False	-0.0099057901080325	-0.0113302936779314	False	191.15	90.51	ENSMUSG00000040785.20:B1	Ttc3	whole-gene complex	4.0	4.0	4.0	0.0311834298857692	-0.7624706464326262	-0.6954864706743573	6.19081749406336e-34	[36, 0, 53, 1]	[52, 0, 48, 0]	[332, 12, 138, 0]	[1047, 83, 99, 0]	1.4194660111388132e-32	False	130.35153615195216	3.97772823913333e-10	127	14	200	75	127	0.5905511811023622	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000021488.9:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000021488.9	5.305321237200913e-05	NA	NA	True	NA	NA	0.2300075759894057	0.0421060963011642	0.9535505623785904	True	0.0478755599377123	0.0351382467322538	True	89.49	34.16	ENSMUSG00000021488.9:B3	Nsd1	alternative last region	4.0	4.0	5.0	0.1919813811471467	0.8462635159886128	0.7164087355815122	1.833326279755157e-05	[0, 2, 51, 0]	[2, 2, 40, 0]	[0, 8, 25, 0]	[0, 2, 41, 11]	7.418038686572337e-05	True	141.37202526452552	8.38394907469523e-08	128	14	200	76	128	0.59375	NA
Tealeaf pairwise	NA	ASC	EX_cortical	ENSMUSG00000027797.16:B2|cell_type|ASC|EX_cortical	ENSMUSG00000027797.16	5.305321237200913e-05	NA	NA	True	NA	NA	0.4080209312634679	0.0528668566357806	0.2515768731263299	True	0.0668806707026765	0.044992133713698	True	134.06	47.98	ENSMUSG00000027797.16:B2	Dclk1	alternative last region	4.0	4.0	4.0	0.5150273959451825	0.2363684628257953	0.2653852566970678	3.18975500921818e-18	[46, 1, 0, 0]	[81, 0, 5, 0]	[218, 118, 68, 24]	[504, 94, 133, 30]	3.79226428873717e-17	True	230.60888642536108	2.756817387655762e-07	129	14	200	77	129	0.5968992248062015	NA
Tealeaf pairwise	NA	EX_cerebellum_granule	EX_cortical	ENSMUSG00000061689.16:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000061689.16	5.305321237200913e-05	NA	NA	True	NA	NA	0.0456977950041571	-0.0037243572277333	-0.7950811815961852	False	-0.0065225652601517	-0.0039848431363929	False	83.08	7.5	ENSMUSG00000061689.16:B1	Dlgap4	alternative first region	4.0	4.0	4.0	0.1025048963353236	-0.781100938741823	-0.7960403326681993	0.293468634493376	[0, 7, 0, 0]	[0, 72, 3, 0]	[0, 297, 17, 1]	[0, 537, 40, 5]	0.4422696322646652	False	206.2930733823288	3.742408348651454e-06	130	14	200	77	130	0.5923076923076923	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000033768.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000033768.18	5.305321237200913e-05	NA	NA	True	NA	NA	0.0889175395489756	0.0011848756958005	0.551706774638762	True	0.0015682600671653	0.0015128998983418	True	63.86	21.33	ENSMUSG00000033768.18:B1	Nrxn2	alternative first region	4.0	4.0	4.0	0.0241533312584415	0.7684996967040931	0.5252976965811905	0.11692326997622	[0, 57, 2, 0]	[8, 244, 5, 0]	[1, 38, 3, 0]	[1, 18, 2, 0]	0.2092883066674719	False	117.33515358526611	8.418994800737652e-06	131	14	200	78	131	0.5954198473282443	NA
Tealeaf pairwise	NA	EX_cortical	EX_hippocampus_granule	ENSMUSG00000040785.20:B1|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000040785.20	5.305321237200913e-05	NA	NA	True	NA	NA	0.1203811641440281	0.0045885122601171	0.4963730211154663	True	0.0033716063203721	0.0043133891856224	True	270.89	103.29	ENSMUSG00000040785.20:B1	Ttc3	whole-gene complex	4.0	4.0	4.0	0.0767900921785575	0.2043576285901346	0.1467403553601593	9.013342196720096e-10	[332, 12, 138, 0]	[1047, 83, 99, 0]	[142, 0, 25, 0]	[64, 0, 39, 0]	6.2897453155372844e-09	True	134.86196416602695	9.51768516131732e-06	132	14	200	79	132	0.5984848484848485	NA
Tealeaf pairwise	NA	EX_cerebellum_granule	INH_medium_spiny	ENSMUSG00000040785.20:B1|cell_type|EX_cerebellum_granule|INH_medium_spiny	ENSMUSG00000040785.20	5.305321237200913e-05	NA	NA	True	NA	NA	0.0758616426005148	-0.0046809982547893	-0.8594357940631563	False	0.013170221619633	-0.0007493644109028	False	200.04	3.88	ENSMUSG00000040785.20:B1	Ttc3	whole-gene complex	4.0	4.0	4.0	0.0717964217053854	0.3901192636599218	-0.5986926014264738	1.2608777040587612e-05	[3, 0, 0, 0]	[129, 0, 66, 0]	[306, 46, 133, 0]	[188, 0, 92, 0]	5.279240126124292e-05	False	80.342329869302	1.6987640274186736e-05	133	14	200	79	133	0.5939849624060151	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000005506.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000005506.17	5.305321237200913e-05	NA	NA	True	NA	NA	0.3702259965989643	-0.0020368130415321	-0.0724455948929976	False	0.0009603155257435	-0.0070732220996922	False	52.92999999999999	17.26	ENSMUSG00000005506.17:B1	Celf1	alternative first region	4.0	4.0	6.0	0.0759402938298961	0.0369980207332589	-0.1998116226018878	0.0058201089377119	[9, 22, 3, 0]	[0, 14, 2, 0]	[22, 17, 3, 0]	[6, 12, 5, 0]	0.0160891440535551	False	79.59820953103385	1.786410501207684e-05	134	14	200	79	134	0.5895522388059702	NA
Tealeaf pairwise	NA	ASC	EX_cortical	ENSMUSG00000033768.18:B1|cell_type|ASC|EX_cortical	ENSMUSG00000033768.18	5.305321237200913e-05	NA	NA	True	NA	NA	0.0882261681299414	0.0025323116803644	0.8527086128162511	True	0.0009885530899688	0.0041636714252103	True	35.0	16.0	ENSMUSG00000033768.18:B1	Nrxn2	alternative first region	4.0	4.0	4.0	0.0336603859563982	0.8323318636258951	0.9144792945580136	0.2422704738970938	[0, 15, 1, 0]	[1, 16, 2, 0]	[0, 57, 2, 0]	[8, 244, 5, 0]	0.3775185539852773	False	45.91463546565089	2.014668625796143e-05	135	14	200	80	135	0.5925925925925926	NA
Tealeaf pairwise	NA	EX_cortical	EX_hippocampus_pyramidal	ENSMUSG00000022961.19:B3|cell_type|EX_cortical|EX_hippocampus_pyramidal	ENSMUSG00000022961.19	5.305321237200913e-05	NA	NA	True	NA	NA	0.1949366096952719	0.0029449553180092	0.1791052138547127	True	0.0095999172853983	-0.0002389977373946	False	67.78	9.46	ENSMUSG00000022961.19:B3	Son	alternative last region	4.0	4.0	4.0	0.0843484434632963	0.3673025619448467	-0.0095835753757186	0.0205032448424002	[38, 157, 29, 37]	[48, 212, 91, 98]	[1, 3, 3, 1]	[3, 41, 9, 3]	0.0479812301374816	True	664.2980504595818	2.2535284397445e-05	136	14	200	81	136	0.5955882352941176	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000028176.14:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000028176.14	6.344976364963041e-05	NA	NA	True	NA	NA	0.158080811207608	0.0236470355205506	1.0	True	0.0202622010535486	0.0271465760540328	True	191.22	94.22	ENSMUSG00000028176.14:B1	Lrrc7	alternative first region	2.0	2.0	3.0	0.1495882728580821	1.0	1.0	0.0035537910798157	[20, 73]	[25, 71]	[13, 96]	[19, 125]	0.0107619522322721	True	26.589992589598875	1.597725311406497e-05	137	8	200	82	137	0.5985401459854015	NA
Tealeaf pairwise	NA	EX_cortical	INH_medium_spiny	ENSMUSG00000049583.16:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000049583.16	6.344976364963041e-05	NA	NA	True	NA	NA	0.4816353792967944	-0.0411682306449636	-0.9999999999999998	False	-0.0356250213775867	-0.0413473143018117	False	136.74	54.66	ENSMUSG00000049583.16:B2	Grm5	cassette exon	2.0	2.0	3.0	0.0854759272565707	-0.9999999999999998	-1.0	3.4557115216491447e-16	[0, 82]	[6, 48]	[45, 109]	[91, 108]	3.739157522863064e-15	False	27.046292341463108	2.019842088365611e-05	138	8	200	82	138	0.5942028985507246	NA
