Name Chr Start End INHmediumspiny_polydT_0 INHmediumspiny_randomhexamer_0 INHmidbrain_polydT_0 INHmidbrain_randomhexamer_0
chr2:25185913-25185916 chr2 25185913 25185916 0.0 40.80370942812983 27.202472952086552 0.0
chr2:25185914-25185915 chr2 25185914 25185915 0.0 0.0 0.0 35.85780525502318
chr2:25185914-25185916 chr2 25185914 25185916 75.42503863987635 0.0 0.0 0.0
chr2:25185915-25185916 chr2 25185915 25185916 0.0 0.0 0.0 35.239567233384854
chr2:25185916-25185917 chr2 25185916 25185917 25.965996908809892 0.0 0.0 0.0
chr2:25185916-25185918 chr2 25185916 25185918 0.0 22.56568778979907 0.0 0.0
chr2:25185916-25185919 chr2 25185916 25185919 0.0 0.0 14.528593508500773 20.71097372488408
chr2:25185917-25185921 chr2 25185917 25185921 25.656877897990725 0.0 0.0 0.0
chr2:25185918-25185919 chr2 25185918 25185919 0.0 22.256568778979908 0.0 0.0
chr2:25185919-25185921 chr2 25185919 25185921 0.0 22.874806800618238 0.0 21.020092735703244
chr2:25185919-25185926 chr2 25185919 25185926 0.0 0.0 14.837712519319938 0.0
chr2:25185921-25185922 chr2 25185921 25185922 25.347758887171562 0.0 0.0 21.638330757341578
chr2:25185921-25185924 chr2 25185921 25185924 0.0 23.802163833075735 0.0 0.0
chr2:25185922-25185924 chr2 25185922 25185924 25.038639876352395 0.0 0.0 21.94744976816074
chr2:25185924-25185925 chr2 25185924 25185925 0.0 22.256568778979908 0.0 0.0
chr2:25185924-25185926 chr2 25185924 25185926 24.420401854714065 0.0 0.0 21.020092735703244
chr2:25185925-25185926 chr2 25185925 25185926 0.0 21.94744976816074 0.0 0.0
chr2:25185926-25185927 chr2 25185926 25185927 0.0 22.56568778979907 15.455950540958268 0.0
chr2:25185926-25185928 chr2 25185926 25185928 0.0 0.0 0.0 20.71097372488408
chr2:25185926-25185929 chr2 25185926 25185929 23.802163833075735 0.0 0.0 0.0
chr2:25185927-25185929 chr2 25185927 25185929 0.0 21.94744976816074 0.0 0.0
chr2:25185927-25185930 chr2 25185927 25185930 0.0 0.0 15.146831530139103 0.0
chr2:25185928-25185929 chr2 25185928 25185929 0.0 0.0 0.0 21.020092735703244
chr2:25185929-25185930 chr2 25185929 25185930 22.874806800618238 21.638330757341578 0.0 0.0
chr2:25185929-25185934 chr2 25185929 25185934 0.0 0.0 0.0 20.71097372488408
chr2:25185930-25185932 chr2 25185930 25185932 22.56568778979907 0.0 14.837712519319938 0.0
chr2:25185930-25185934 chr2 25185930 25185934 0.0 21.32921174652241 0.0 0.0
chr2:25185932-25185933 chr2 25185932 25185933 22.256568778979908 0.0 14.528593508500773 0.0
chr2:25185933-25185937 chr2 25185933 25185937 21.638330757341578 0.0 13.910355486862441 0.0
chr2:25185934-25185938 chr2 25185934 25185938 0.0 0.0 0.0 20.401854714064914
chr2:25185934-25185940 chr2 25185934 25185940 0.0 21.638330757341578 0.0 0.0
chr2:25185937-25185939 chr2 25185937 25185939 21.020092735703244 0.0 0.0 0.0
chr2:25185937-25185942 chr2 25185937 25185942 0.0 0.0 13.601236476043276 0.0
chr2:25185938-25185939 chr2 25185938 25185939 0.0 0.0 0.0 20.71097372488408
chr2:25185939-25185941 chr2 25185939 25185941 0.0 0.0 0.0 21.020092735703244
chr2:25185939-25185942 chr2 25185939 25185942 20.09273570324575 0.0 0.0 0.0
chr2:25185940-25185941 chr2 25185940 25185941 0.0 21.32921174652241 0.0 0.0
chr2:25185941-25185942 chr2 25185941 25185942 0.0 21.638330757341578 0.0 21.32921174652241
chr2:25185942-25185943 chr2 25185942 25185943 19.783616692426584 21.94744976816074 0.0 0.0
chr2:25185942-25185944 chr2 25185942 25185944 0.0 0.0 13.910355486862441 21.020092735703244
chr2:25185943-25185946 chr2 25185943 25185946 19.474497681607417 0.0 0.0 0.0
chr2:25185943-25185950 chr2 25185943 25185950 0.0 22.256568778979908 0.0 0.0
chr2:25185944-25185949 chr2 25185944 25185949 0.0 0.0 14.528593508500773 0.0
chr2:25185944-25185950 chr2 25185944 25185950 0.0 0.0 0.0 21.32921174652241
chr2:25185946-25185950 chr2 25185946 25185950 19.165378670788254 0.0 0.0 0.0
chr2:25185949-25185950 chr2 25185949 25185950 0.0 0.0 13.910355486862441 0.0
