test_id	feature_id	feature_type	start	end	path_numbers	primer	low_cell_type	high_cell_type	n_common_subjects	fitted_delta	observed_delta	observed_delta_se	minimum_total_denominator
ENSMUSG00000032405.11:B1	E:62888161-62888165	exon	62888161	62888165	2	random hexamer	EX_cortical	INH_midbrain	6	0.16459022882460708	-0.12501544824079744	0.19837602726534184	9.1875
ENSMUSG00000032407.15:B1	E:95393947-95394049	exon	95393947	95394049	2	poly(dT)	INH_medium_spiny	INH_midbrain	3	0.08557482160831863	0.011867905056759533	0.011867905056759534	12.057971014492754
ENSMUSG00000032407.15:B1	E:95393947-95394049	exon	95393947	95394049	2	random hexamer	EX_cortical	INH_medium_spiny	4	0.09459198605456241	-0.014777090316085099	0.010363020832545023	23.08695652173913
ENSMUSG00000032503.19:B1	E:112016537-112016575	exon	112016537	112016575	3	poly(dT)	INH_migrating_interneuron	INH_medium_spiny	6	0.3552965434535608	0.006505515847238334	0.004695015246369051	62.04347826086956
ENSMUSG00000032503.19:B1	E:112016537-112016575	exon	112016537	112016575	3	random hexamer	INH_migrating_interneuron	INH_medium_spiny	4	0.32829062489763056	-0.02909179256810726	0.2317570166303759	21.819875776397517
ENSMUSG00000032503.19:B1	E:112016928-112016997	exon	112016928	112016997	3	poly(dT)	INH_migrating_interneuron	INH_medium_spiny	6	0.3552965434535608	0.0017929529154973335	0.001792952915497334	62.04347826086956
ENSMUSG00000032503.19:B1	E:112016928-112016997	exon	112016928	112016997	3	random hexamer	INH_migrating_interneuron	INH_medium_spiny	4	0.32829062489763056	0.2583149355876539	0.22544140400171478	21.819875776397517
ENSMUSG00000032503.19:B1	E:112045995-112046323	exon	112045995	112046323	4	poly(dT)	EX_cerebellum_granule	EX_cortical	4	0.05088933353277451	0.01507641785017565	0.009115309005810639	33.59006211180124
ENSMUSG00000032503.19:B1	E:112045995-112046323	exon	112045995	112046323	4	random hexamer	EX_cerebellum_granule	EX_cortical	4	0.05088933353277451	0.18516150980849688	0.08401282228801851	21.18633540372671
ENSMUSG00000032503.19:B1	E:112046323-112046329	exon	112046323	112046329	4,5	poly(dT)	EX_cerebellum_granule	INH_migrating_interneuron	3	0.2055677182565279	0.0	0.0	22.434782608695652
ENSMUSG00000032503.19:B1	E:112046323-112046329	exon	112046323	112046329	4,5	random hexamer	EX_cerebellum_granule	INH_migrating_interneuron	3	0.2055677182565279	0.3333333333333333	0.33333333333333337	9.50310559006211
ENSMUSG00000032503.19:B1	E:112046329-112046419	exon	112046329	112046419	5	poly(dT)	EX_cerebellum_granule	INH_migrating_interneuron	3	0.1929350305833486	0.0	0.0	22.434782608695652
ENSMUSG00000032503.19:B1	E:112046329-112046419	exon	112046329	112046419	5	random hexamer	EX_cerebellum_granule	INH_migrating_interneuron	3	0.1929350305833486	0.3333333333333333	0.33333333333333337	9.50310559006211
ENSMUSG00000032503.19:B1	E:112061402-112061569	exon	112061402	112061569	6	poly(dT)	INH_migrating_interneuron	INH_midbrain	3	0.08167650918198173	0.0	0.0	23.006211180124225
ENSMUSG00000032503.19:B1	E:112061402-112061569	exon	112061402	112061569	6	random hexamer	INH_medium_spiny	EX_cerebellum_granule	3	0.07781575515280273	-0.026799393438832465	0.0643676287867436	19.888198757763973
ENSMUSG00000032503.19:B1	J:112014837-112016537	junction	112014837	112016537	3	poly(dT)	EX_cortical	INH_medium_spiny	5	0.2900984176623719	0.029053221288515403	0.022785076151960716	72.0
ENSMUSG00000032503.19:B1	J:112014837-112016657	junction	112014837	112016657	2,4,5,6	poly(dT)	INH_medium_spiny	EX_cortical	5	0.3023938759234868	0.1415425261013497	0.09338171278356866	73.0
ENSMUSG00000032503.19:B1	J:112016575-112016657	junction	112016575	112016657	3	poly(dT)	EX_cortical	INH_medium_spiny	5	0.2900984176623719	0.0125	0.012500000000000002	58.0
ENSMUSG00000032503.19:B1	J:112016834-112016928	junction	112016834	112016928	3	random hexamer	EX_cortical	INH_medium_spiny	9	0.2410112950039967	0.48920164802517746	0.0512703363577701	84.0
ENSMUSG00000032503.19:B1	J:112016834-112046323	junction	112016834	112046323	5	random hexamer	EX_cortical	INH_medium_spiny	9	0.06273004999694348	0.0	0.0	84.0
ENSMUSG00000032503.19:B2	E:111894158-111894327	exon	111894158	111894327	3	poly(dT)	INH_medium_spiny	EX_cortical	26	0.26590594496489867	0.007059204830941627	0.0021534869314105546	2403.366666666667
ENSMUSG00000032503.19:B2	E:111894158-111894327	exon	111894158	111894327	3	random hexamer	INH_medium_spiny	EX_cortical	25	0.2670330307987218	0.04553716575357516	0.015325090471038378	309.12222222222215
ENSMUSG00000032503.19:B2	E:111894327-111895090	exon	111894327	111895090	2,3	poly(dT)	INH_medium_spiny	EX_cortical	26	0.2777295256991839	0.022583969762137744	0.003994916975778495	2403.366666666667
ENSMUSG00000032503.19:B2	E:111894327-111895090	exon	111894327	111895090	2,3	random hexamer	INH_medium_spiny	EX_cortical	25	0.28272719558511283	0.2165506199755599	0.04056938290415932	309.12222222222215
ENSMUSG00000032503.19:B2	E:111896228-111896377	exon	111896228	111896377	2,3	poly(dT)	INH_medium_spiny	EX_cortical	26	0.2777295256991839	0.011828534501483816	0.0029781517305727217	2403.366666666667
ENSMUSG00000032503.19:B2	E:111896228-111896377	exon	111896228	111896377	2,3	random hexamer	INH_medium_spiny	EX_cortical	25	0.28272719558511283	0.5210308425879009	0.055490533202484	309.12222222222215
ENSMUSG00000032503.19:B2	E:111948250-111948377	exon	111948250	111948377	1,2,3	poly(dT)	INH_medium_spiny	INH_midbrain	5	0.28322475140941006	-0.0074941214919513	0.024670212063256407	131.76666666666665
ENSMUSG00000032503.19:B2	E:111948250-111948377	exon	111948250	111948377	1,2,3	random hexamer	INH_medium_spiny	INH_midbrain	5	0.28322475140941006	0.2971075994937603	0.16984204045123602	23.12222222222222
ENSMUSG00000032503.19:B2	E:111953807-111954068	exon	111953807	111954068	1,2,3	poly(dT)	INH_medium_spiny	INH_midbrain	5	0.28322475140941006	-0.0008744993377271601	0.0015549314248148752	131.76666666666665
ENSMUSG00000032503.19:B2	E:111953807-111954068	exon	111953807	111954068	1,2,3	random hexamer	INH_medium_spiny	INH_midbrain	5	0.28322475140941006	0.3255670420035818	0.12901250265481426	23.12222222222222
ENSMUSG00000032503.19:B2	E:111955502-111955607	exon	111955502	111955607	2,3	poly(dT)	INH_medium_spiny	EX_cortical	26	0.2777295256991839	0.004370647946035988	0.0020107264532329095	2403.366666666667
ENSMUSG00000032503.19:B2	E:111955502-111955607	exon	111955502	111955607	2,3	random hexamer	INH_medium_spiny	EX_cortical	25	0.28272719558511283	0.4678449501282328	0.07247640257394379	309.12222222222215
ENSMUSG00000032503.19:B2	E:111956346-111956528	exon	111956346	111956528	1,2,3	poly(dT)	INH_medium_spiny	INH_midbrain	5	0.28322475140941006	0.005901235475731441	0.008862368835303414	131.76666666666665
ENSMUSG00000032503.19:B2	E:111956346-111956528	exon	111956346	111956528	1,2,3	random hexamer	INH_medium_spiny	INH_midbrain	5	0.28322475140941006	0.3970669978643301	0.1456834363748147	23.12222222222222
ENSMUSG00000032503.19:B2	E:111965521-111965749	exon	111965521	111965749	1,2,3	poly(dT)	INH_medium_spiny	INH_midbrain	5	0.28322475140941006	0.04993732695959024	0.027597179990923523	131.76666666666665
ENSMUSG00000032503.19:B2	E:111965521-111965749	exon	111965521	111965749	1,2,3	random hexamer	INH_medium_spiny	INH_midbrain	5	0.28322475140941006	0.12221354399816065	0.17441155985023177	23.12222222222222
ENSMUSG00000032503.19:B2	E:111972376-111972606	exon	111972376	111972606	1,2,3	poly(dT)	INH_medium_spiny	INH_midbrain	5	0.28322475140941006	0.0026051367222255	0.0026051367222255004	131.76666666666665
ENSMUSG00000032503.19:B2	E:111972376-111972606	exon	111972376	111972606	1,2,3	random hexamer	INH_medium_spiny	INH_midbrain	5	0.28322475140941006	0.09842992817936405	0.07566311707871436	23.12222222222222
ENSMUSG00000032503.19:B2	E:111976490-111976550	exon	111976490	111976550	3	poly(dT)	INH_medium_spiny	EX_cortical	26	0.26590594496489867	0.0033890857084290077	0.0020655378998874338	2403.366666666667
ENSMUSG00000032503.19:B2	E:111976490-111976550	exon	111976490	111976550	3	random hexamer	INH_medium_spiny	EX_cortical	25	0.2670330307987218	0.19024636662879715	0.04155194878601371	309.12222222222215
ENSMUSG00000032503.19:B2	E:111978402-111978440	exon	111978402	111978440	2,3	poly(dT)	INH_medium_spiny	EX_cortical	26	0.2777295256991839	0.007160763309153857	0.002296982028877058	2403.366666666667
ENSMUSG00000032503.19:B2	E:111978402-111978440	exon	111978402	111978440	2,3	random hexamer	INH_medium_spiny	EX_cortical	25	0.28272719558511283	0.37490895591175827	0.06354749783124031	309.12222222222215
ENSMUSG00000032503.19:B2	E:111986757-111986866	exon	111986757	111986866	2,3	poly(dT)	INH_medium_spiny	EX_cortical	26	0.2777295256991839	0.046254260414430405	0.009457502273589869	2403.366666666667
ENSMUSG00000032503.19:B2	E:111986757-111986866	exon	111986757	111986866	2,3	random hexamer	INH_medium_spiny	EX_cortical	25	0.28272719558511283	0.4856206783362416	0.07241693006748263	309.12222222222215
ENSMUSG00000032503.19:B2	E:111990005-111990701	exon	111990005	111990701	4	poly(dT)	EX_cerebellum_granule	INH_migrating_interneuron	3	0.19006133832300195	0.0829846302024468	0.022334711084171035	101.77777777777777
ENSMUSG00000032503.19:B2	E:111990005-111990701	exon	111990005	111990701	4	random hexamer	EX_cerebellum_granule	INH_migrating_interneuron	3	0.19006133832300195	0.021804595369710435	0.008485747982760094	33.48888888888889
ENSMUSG00000032503.19:B2	E:112005162-112005303	exon	112005162	112005303	1,2,3,4	poly(dT)	INH_medium_spiny	INH_migrating_interneuron	6	0.3552073721471691	0.1040532480131911	0.05119067123648653	286.3
ENSMUSG00000032503.19:B2	E:112005162-112005303	exon	112005162	112005303	1,2,3,4	random hexamer	INH_medium_spiny	INH_migrating_interneuron	6	0.3552073721471691	0.18767180937058292	0.08267318082977933	47.233333333333334
ENSMUSG00000032503.19:B2	E:112006001-112006061	exon	112006001	112006061	1,2,3,4	poly(dT)	INH_medium_spiny	INH_migrating_interneuron	6	0.3552073721471691	0.08060751502158155	0.038424928886644755	286.3
ENSMUSG00000032503.19:B2	E:112006001-112006061	exon	112006001	112006061	1,2,3,4	random hexamer	INH_medium_spiny	INH_migrating_interneuron	6	0.3552073721471691	0.27687860618169385	0.12516808188720405	47.233333333333334
ENSMUSG00000032503.19:B2	E:112006725-112006804	exon	112006725	112006804	1,2,3,4	poly(dT)	INH_medium_spiny	INH_migrating_interneuron	6	0.3552073721471691	0.06713837068098862	0.02278244495234598	286.3
ENSMUSG00000032503.19:B2	E:112006725-112006804	exon	112006725	112006804	1,2,3,4	random hexamer	INH_medium_spiny	INH_migrating_interneuron	6	0.3552073721471691	0.38572992787535876	0.1531846604337839	47.233333333333334
ENSMUSG00000032503.19:B2	E:112008095-112008240	exon	112008095	112008240	1,2,3,4	poly(dT)	INH_medium_spiny	INH_migrating_interneuron	6	0.3552073721471691	0.2122511682385958	0.03966085020328778	286.3
ENSMUSG00000032503.19:B2	E:112008095-112008240	exon	112008095	112008240	1,2,3,4	random hexamer	INH_medium_spiny	INH_migrating_interneuron	6	0.3552073721471691	0.5745868563465585	0.07301733566550161	47.233333333333334
ENSMUSG00000032503.19:B2	E:112009099-112011888	exon	112009099	112011888	5	poly(dT)	INH_migrating_interneuron	INH_medium_spiny	6	0.35520737214716896	0.020313513782945786	0.00934029079830833	286.3
ENSMUSG00000032503.19:B2	E:112009099-112011888	exon	112009099	112011888	5	random hexamer	INH_migrating_interneuron	INH_medium_spiny	6	0.35520737214716896	0.013364121820645024	0.033105187920383035	47.233333333333334
ENSMUSG00000032503.19:B2	J:111895090-111896228	junction	111895090	111896228	2,3	random hexamer	INH_medium_spiny	EX_cortical	13	0.253106554679545	0.0	0.0	99.0
ENSMUSG00000032503.19:B2	J:111954068-111956346	junction	111954068	111956346	1	random hexamer	INH_migrating_interneuron	EX_cortical	4	0.05207290465478547	-0.040506916329284756	0.03729997624962347	45.0
ENSMUSG00000032503.19:B2	J:111955607-111956346	junction	111955607	111956346	2,3	random hexamer	INH_medium_spiny	EX_cortical	6	0.2575010765188696	-0.020324582824582788	0.06304718775341571	55.0
ENSMUSG00000032503.19:B2	J:111956528-111965521	junction	111956528	111965521	1,2,3	random hexamer	INH_medium_spiny	EX_cortical	11	0.23948398599875242	0.0	0.0	127.0
ENSMUSG00000032503.19:B2	J:111965749-111972376	junction	111965749	111972376	1,2,3	random hexamer	INH_medium_spiny	EX_cortical	6	0.21796413451297333	0.0	0.0	64.0
ENSMUSG00000032503.19:B2	J:111986866-112005162	junction	111986866	112005162	2,3	poly(dT)	INH_medium_spiny	EX_cortical	7	0.27796892345969987	0.009070294784580515	0.018281763601584015	52.0
ENSMUSG00000032503.19:B2	J:111990701-112005162	junction	111990701	112005162	4	poly(dT)	INH_migrating_interneuron	EX_cortical	4	0.05783347083952969	0.0	0.0	33.0
ENSMUSG00000032503.19:B2	J:112005303-112006001	junction	112005303	112006001	1,2,3,4	poly(dT)	INH_medium_spiny	EX_cortical	5	0.27235204396584	-0.02857142857142858	0.02857142857142858	37.0
ENSMUSG00000032503.19:B2	J:112006804-112008095	junction	112006804	112008095	1,2,3,4	poly(dT)	INH_medium_spiny	EX_cortical	3	0.18580109745860088	0.0	0.0	20.0
ENSMUSG00000032503.19:B2	J:112008240-112012562	junction	112008240	112012562	1,2,3,4	poly(dT)	INH_medium_spiny	INH_migrating_interneuron	6	0.3552073721471691	0.5578865637583369	0.08145687502324947	207.0
ENSMUSG00000032503.19:B2	J:112008240-112012562	junction	112008240	112012562	1,2,3,4	random hexamer	INH_medium_spiny	INH_midbrain	3	0.3115410624711296	0.3730688154494765	0.10896540513359208	19.0
ENSMUSG00000032503.19:B2	J:112011888-112012562	junction	112011888	112012562	5	poly(dT)	INH_migrating_interneuron	INH_medium_spiny	6	0.35520737214716896	0.5578865637583369	0.08145687502324947	207.0
ENSMUSG00000032503.19:B2	J:112011888-112012562	junction	112011888	112012562	5	random hexamer	INH_midbrain	INH_medium_spiny	3	0.31154106247112967	0.37306881544947634	0.10896540513359203	19.0
ENSMUSG00000032549.8:B1	E:102988985-102989005	exon	102988985	102989005	2	random hexamer	ASC	EX_hippocampus_granule	3	0.19707018056201972	-0.03835768967007621	0.1044382491625851	15.835714285714285
ENSMUSG00000032621.9:B1	E:103900514-103901090	exon	103900514	103901090	1	random hexamer	INH_midbrain	INH_migrating_interneuron	3	0.17523888151681558	0.0705675004847799	0.048828063699175785	15.088
ENSMUSG00000032621.9:B1	E:103905824-103905958	exon	103905824	103905958	2	random hexamer	INH_migrating_interneuron	INH_midbrain	3	0.17523888151681558	0.2927554975403966	0.32617992157146913	15.088
ENSMUSG00000032621.9:B1	E:103910806-103911116	exon	103910806	103911116	2	random hexamer	INH_migrating_interneuron	INH_midbrain	3	0.17523888151681558	-0.06515107653627583	0.3637654197058156	15.088
ENSMUSG00000032777.10:B1	E:125306849-125306952	exon	125306849	125306952	2	random hexamer	INH_midbrain	INH_medium_spiny	3	0.11144674405848258	0.10093582726901122	0.23641737781245256	8.547511312217194
ENSMUSG00000032827.16:B1	E:4902973-4903031	exon	4902973	4903031	1	poly(dT)	EX_cerebellum_granule	INH_migrating_interneuron	4	0.06797786289224425	0.0	0.0	7.796361091672498
ENSMUSG00000032827.16:B1	E:4902973-4903031	exon	4902973	4903031	1	random hexamer	EX_cerebellum_granule	INH_migrating_interneuron	5	0.06443128351268693	0.0	0.0	12.615815255423371
ENSMUSG00000032827.16:B1	E:4903319-4903448	exon	4903319	4903448	2	poly(dT)	INH_migrating_interneuron	EX_cerebellum_granule	4	0.06797786289224436	0.0	0.0	7.796361091672498
ENSMUSG00000032827.16:B1	E:4903319-4903448	exon	4903319	4903448	2	random hexamer	INH_migrating_interneuron	EX_cerebellum_granule	5	0.06443128351268701	0.05231405682603276	0.07038315102763174	12.615815255423371
ENSMUSG00000032936.14:B1	E:107812872-107813250	exon	107812872	107813250	1	poly(dT)	EX_cortical	INH_medium_spiny	3	0.26782547885918895	-0.13332640605636922	0.1928009082682651	14.326923076923077
ENSMUSG00000032936.14:B1	E:107812872-107813250	exon	107812872	107813250	1	random hexamer	INH_midbrain	EX_cerebellum_granule	4	0.35779696283207973	-0.09948576253732894	0.21577414849741816	21.39423076923077
ENSMUSG00000032936.14:B1	E:107822457-107822477	exon	107822457	107822477	2	poly(dT)	INH_medium_spiny	EX_cortical	3	0.267825478859189	0.0	0.0	14.326923076923077
ENSMUSG00000032936.14:B1	E:107822457-107822477	exon	107822457	107822477	2	random hexamer	EX_cerebellum_granule	INH_midbrain	4	0.35779696283207973	-0.0054054054054054	0.0054054054054054005	21.39423076923077
ENSMUSG00000032936.14:B1	J:107813250-107822477	junction	107813250	107822477	1	random hexamer	EX_cortical	EX_cerebellum_granule	5	0.2607213002813918	-0.016666666666666673	0.016666666666666673	60.0
ENSMUSG00000032998.17:B2	E:119400644-119400723	exon	119400644	119400723	2	random hexamer	EX_cortical	INH_migrating_interneuron	3	0.08647711771350343	0.0	0.0	8.525753212228622
ENSMUSG00000032998.17:B2	E:119416964-119417028	exon	119416964	119417028	2	random hexamer	EX_cortical	INH_migrating_interneuron	3	0.08647711771350343	0.0	0.0	8.525753212228622
ENSMUSG00000033065.15:B1	E:97990469-97990524	exon	97990469	97990524	1	random hexamer	INH_medium_spiny	EX_cortical	3	0.1730929564104542	0.0	0.0	11.881720430107528
ENSMUSG00000033065.15:B1	E:97990524-97990546	exon	97990524	97990546	1,2	random hexamer	INH_medium_spiny	EX_cortical	3	0.15531600714835084	-0.03672534619412734	0.10877849135506462	11.881720430107528
ENSMUSG00000033065.15:B1	E:98006346-98006492	exon	98006346	98006492	3	random hexamer	EX_cortical	INH_medium_spiny	3	0.1553160071483509	-0.058014099544945304	0.1282757839524904	11.881720430107528
ENSMUSG00000033066.18:B1	E:67345916-67346600	exon	67345916	67346600	1	poly(dT)	INH_medium_spiny	EX_cortical	4	0.06308861958697909	0.011376970363860376	0.009715703635826942	14.008264462809917
ENSMUSG00000033066.18:B1	E:67345916-67346600	exon	67345916	67346600	1	random hexamer	INH_migrating_interneuron	EX_cortical	4	0.0737053121323582	-0.051352875590215154	0.04292935517243656	27.975206611570247
ENSMUSG00000033066.18:B1	E:67423903-67423945	exon	67423903	67423945	2	random hexamer	EX_cerebellum_granule	INH_migrating_interneuron	3	0.20244611490206801	0.0	0.0	26.975206611570247
ENSMUSG00000033066.18:B1	E:67437979-67438023	exon	67437979	67438023	3	poly(dT)	EX_cortical	INH_medium_spiny	4	0.06753247933547071	-0.603824943438914	0.2303183751563442	14.008264462809917
ENSMUSG00000033066.18:B1	E:67437979-67438023	exon	67437979	67438023	3	random hexamer	INH_medium_spiny	EX_cortical	7	0.05841262105487429	0.0022816070313838705	0.019796683337485035	110.98347107438016
ENSMUSG00000033066.18:B1	E:67438324-67438477	exon	67438324	67438477	3	poly(dT)	EX_cortical	INH_medium_spiny	4	0.06753247933547071	-0.024884158842166826	0.024884158842166826	14.008264462809917
ENSMUSG00000033066.18:B1	E:67438324-67438477	exon	67438324	67438477	3	random hexamer	INH_medium_spiny	EX_cortical	7	0.05841262105487429	0.0	0.0	110.98347107438016
ENSMUSG00000033066.18:B1	E:67477526-67477641	exon	67477526	67477641	4	random hexamer	INH_migrating_interneuron	INH_medium_spiny	3	0.09235024747516968	0.03991537810475623	0.03764721963173923	26.975206611570247
ENSMUSG00000033066.18:B1	J:67346600-67493933	junction	67346600	67493933	1	random hexamer	INH_medium_spiny	EX_cortical	5	0.12884159070446022	0.00276476214691318	0.0491467057787341	83.0
ENSMUSG00000033066.18:B1	J:67423945-67493933	junction	67423945	67493933	2	random hexamer	EX_cortical	INH_medium_spiny	5	0.07502373281835785	0.0	0.0	83.0
ENSMUSG00000033066.18:B1	J:67477641-67493933	junction	67477641	67493933	4	random hexamer	EX_cortical	EX_cerebellum_granule	4	0.06606715970952302	0.0	0.0	47.0
ENSMUSG00000033419.17:B4	E:86663757-86663772	exon	86663757	86663772	2	random hexamer	INH_migrating_interneuron	EX_cortical	3	0.07251813890899372	-0.011653286728947887	0.18438367528907068	12.925925925925924
ENSMUSG00000033565.19:B2	E:76989776-76989869	exon	76989776	76989869	2	poly(dT)	INH_medium_spiny	EX_cortical	7	0.06970973055926624	-0.12236610920692327	0.14410842202573806	16.398907103825138
ENSMUSG00000033565.19:B2	E:76989776-76989869	exon	76989776	76989869	2	random hexamer	INH_migrating_interneuron	INH_midbrain	6	0.07205176368014264	0.0877808633020309	0.0579250373746475	45.54837887067396
ENSMUSG00000033565.19:B2	E:77001264-77001267	exon	77001264	77001267	2	poly(dT)	INH_medium_spiny	EX_cortical	7	0.06970973055926624	0.0025337659418425617	0.05867674996432486	16.398907103825138
ENSMUSG00000033565.19:B2	E:77001264-77001267	exon	77001264	77001267	2	random hexamer	INH_migrating_interneuron	INH_midbrain	6	0.07205176368014264	-0.17318285656555918	0.2774201103711086	45.54837887067396
ENSMUSG00000033565.19:B2	J:77001264-77016916	junction	77001264	77016916	1	poly(dT)	EX_cortical	INH_medium_spiny	3	0.057989983895332164	0.19444444444444445	0.281913654585895	23.0
ENSMUSG00000033565.19:B2	J:77001264-77016916	junction	77001264	77016916	1	random hexamer	EX_cortical	INH_migrating_interneuron	6	0.07063492340191514	-0.012612190011570797	0.03188645940894239	45.0
ENSMUSG00000033565.19:B2	J:77001267-77016916	junction	77001267	77016916	2	poly(dT)	INH_medium_spiny	EX_cortical	3	0.05798998389533213	0.19444444444444445	0.281913654585895	23.0
ENSMUSG00000033565.19:B2	J:77001267-77016916	junction	77001267	77016916	2	random hexamer	INH_migrating_interneuron	EX_cortical	6	0.07063492340191514	0.017309415348631025	0.04690381518489573	47.0
ENSMUSG00000033565.19:B4	E:76976011-76976054	exon	76976011	76976054	2	poly(dT)	EX_cortical	INH_medium_spiny	5	0.08731733429347673	0.15408941631860693	0.19373160412702797	14.816929965362846
ENSMUSG00000033565.19:B4	E:76976011-76976054	exon	76976011	76976054	2	random hexamer	INH_midbrain	INH_migrating_interneuron	3	0.05487579733554753	-0.15419012656641642	0.46600486748946135	8.278575652614684
ENSMUSG00000033565.19:B4	E:76978650-76978690	exon	76978650	76978690	3	poly(dT)	INH_migrating_interneuron	EX_cortical	8	0.06583258425360747	0.1647273061198836	0.12841676564840446	15.627143701951507
ENSMUSG00000033565.19:B4	E:76978650-76978690	exon	76978650	76978690	3	random hexamer	INH_migrating_interneuron	INH_midbrain	3	0.17021138000731084	0.17908960805311191	0.0895774609490679	8.278575652614684
ENSMUSG00000033569.18:B1	E:25865841-25865856	exon	25865841	25865856	3,4	random hexamer	EX_cortical	INH_midbrain	3	0.14442399544185505	0.36166642417188033	0.2599847931115078	13.062992125984252
ENSMUSG00000033569.18:B1	E:25868542-25868592	exon	25868542	25868592	3,4	random hexamer	EX_cortical	INH_midbrain	3	0.14442399544185505	0.3170110092633009	0.21694115859647564	13.062992125984252
ENSMUSG00000033569.18:B1	E:25868592-25868788	exon	25868592	25868788	4	random hexamer	EX_cortical	INH_midbrain	3	0.1291094916538511	0.1565092240917616	0.08383007053114085	13.062992125984252
ENSMUSG00000033569.18:B2	E:25106630-25106758	exon	25106630	25106758	2,3	poly(dT)	EX_cortical	INH_migrating_interneuron	6	0.05465568460624213	-0.23578761425977088	0.13254260543792826	12.050073637702504
ENSMUSG00000033597.10:B1	E:24707756-24707848	exon	24707756	24707848	2	random hexamer	EX_cortical	ASC	8	0.12027185945698543	0.10419316339295528	0.10048118332203591	25.719576719576718
ENSMUSG00000033676.14:B1	E:57069439-57069722	exon	57069439	57069722	1	random hexamer	INH_migrating_interneuron	EX_cortical	3	0.11313322394711194	-0.0208128929773699	0.0208128929773699	27.26086956521739
ENSMUSG00000033676.14:B1	E:57200677-57200725	exon	57200677	57200725	1	random hexamer	INH_migrating_interneuron	EX_cortical	3	0.11313322394711194	0.0	0.0	27.26086956521739
ENSMUSG00000033676.14:B1	E:57240265-57240396	exon	57240265	57240396	2	random hexamer	EX_cortical	INH_migrating_interneuron	3	0.07322444554924633	-0.1861815591486312	0.10300248942758698	27.26086956521739
ENSMUSG00000033720.13:B1	E:85309261-85309732	exon	85309261	85309732	1	poly(dT)	EX_cortical	INH_migrating_interneuron	3	0.14260688693505955	-0.0383263782121678	0.07431738072618585	4.36231884057971
ENSMUSG00000033720.13:B1	E:85309261-85309732	exon	85309261	85309732	1	random hexamer	ASC	INH_migrating_interneuron	11	0.10120535148917394	0.043783915655825595	0.09213187128009621	44.59420289855072
ENSMUSG00000033720.13:B1	E:85310289-85310401	exon	85310289	85310401	2,3	poly(dT)	INH_migrating_interneuron	EX_cortical	3	0.1426068869350594	0.1618947858472998	0.3437148309436991	4.36231884057971
ENSMUSG00000033720.13:B1	E:85310289-85310401	exon	85310289	85310401	2,3	random hexamer	INH_migrating_interneuron	ASC	11	0.10120535148917399	0.4563723370995655	0.1372934958475793	44.59420289855072
ENSMUSG00000033720.13:B1	E:85310401-85310404	exon	85310401	85310404	3	poly(dT)	INH_migrating_interneuron	EX_cortical	3	0.5313287360725902	-0.06808957646946474	0.2835723888541574	4.36231884057971
ENSMUSG00000033720.13:B1	E:85310401-85310404	exon	85310401	85310404	3	random hexamer	INH_midbrain	ASC	11	0.2021835169903488	-0.05590448549673115	0.11326980284245365	37.84057971014492
ENSMUSG00000033768.18:B1	E:6468767-6468794	exon	6468767	6468794	1	random hexamer	EX_cortical	OPC	3	0.15573065007472017	0.0048815012235497645	0.01697421208303598	6.93956043956044
ENSMUSG00000033768.18:B1	E:6468794-6469002	exon	6468794	6469002	1,2	random hexamer	EX_cortical	OPC	3	0.1494589599781662	-0.18448497784854037	0.09062136809263543	6.93956043956044
ENSMUSG00000033768.18:B1	E:6477834-6478808	exon	6477834	6478808	1,2	random hexamer	EX_cortical	OPC	3	0.1494589599781662	-0.03626789078848022	0.10806732178690705	6.93956043956044
ENSMUSG00000033768.18:B1	E:6493660-6493678	exon	6493660	6493678	1,2	random hexamer	EX_cortical	OPC	3	0.1494589599781662	-0.32549971316255516	0.1726111703466392	6.93956043956044
ENSMUSG00000033768.18:B1	E:6498284-6498314	exon	6498284	6498314	1,2	random hexamer	EX_cortical	OPC	3	0.1494589599781662	-0.08050148520466953	0.45023472098754613	6.93956043956044
ENSMUSG00000033768.18:B1	E:6500557-6500629	exon	6500557	6500629	1	random hexamer	EX_cortical	OPC	3	0.15573065007472017	-0.20839093229393166	0.3926693005008359	6.93956043956044
ENSMUSG00000033768.18:B1	E:6505008-6505310	exon	6505008	6505310	1,2	random hexamer	EX_cortical	OPC	3	0.1494589599781662	0.03910033811699115	0.21239365493357368	6.93956043956044
ENSMUSG00000033768.18:B1	E:6513853-6513877	exon	6513853	6513877	2	random hexamer	EX_cerebellum_granule	ASC	6	0.09597999540390377	-0.102057139739813	0.18886222565052466	17.604395604395606
ENSMUSG00000033768.18:B1	E:6522287-6522449	exon	6522287	6522449	1,2	random hexamer	EX_cortical	OPC	3	0.1494589599781662	0.39618984479637037	0.17179787196523805	6.93956043956044
ENSMUSG00000033768.18:B1	E:6523347-6523786	exon	6523347	6523786	1,2	random hexamer	EX_cortical	OPC	3	0.1494589599781662	-0.07995859032741758	0.27745731145082975	6.93956043956044
ENSMUSG00000033768.18:B1	E:6531139-6531526	exon	6531139	6531526	1,2	random hexamer	EX_cortical	OPC	3	0.1494589599781662	0.4154783145474619	0.26683351607519	6.93956043956044
ENSMUSG00000033768.18:B1	E:6531701-6531905	exon	6531701	6531905	1,2	random hexamer	EX_cortical	OPC	3	0.1494589599781662	-5.1212633825311236e-05	0.09682686772520792	6.93956043956044
