test_id	feature_id	feature_type	primer	n_cell_types	fitted_range	rank_correlation
ENSMUSG00000029406.16:B1	J:124354480-124387490	junction	random hexamer	5	0.05549810528806874	0.39999999999999997
ENSMUSG00000029420.15:B3	E:128861989-128862013	exon	random hexamer	5	0.10001026930463108	0.7999999999999999
ENSMUSG00000029420.15:B3	E:128863715-128863862	exon	random hexamer	5	0.10001026930463108	0.7999999999999999
ENSMUSG00000029420.15:B3	E:128865222-128865276	exon	random hexamer	5	0.10001026930463108	0.8999999999999998
ENSMUSG00000029420.15:B3	J:128862013-128863715	junction	random hexamer	5	0.10001026930463108	0.49999999999999994
ENSMUSG00000029420.15:B3	J:128863862-128865222	junction	random hexamer	5	0.10001026930463108	0.8999999999999998
ENSMUSG00000029420.15:B6	E:128834858-128837464	exon	poly(dT)	5	0.09454792336396911	0.7
ENSMUSG00000029461.18:B1	E:100355841-100355907	exon	random hexamer	5	0.08405250468099332	0.09999999999999999
ENSMUSG00000029461.18:B1	E:100355907-100355908	exon	random hexamer	5	0.066938089445159	-0.09999999999999999
ENSMUSG00000029461.18:B1	E:100363321-100363361	exon	random hexamer	5	0.06217148816321186	0.3
ENSMUSG00000029461.18:B1	J:100356100-100363321	junction	random hexamer	5	0.06217148816321186	0.30779350562554625
ENSMUSG00000029461.18:B1	J:100356100-100436010	junction	random hexamer	5	0.06217148816321194	0.49999999999999994
ENSMUSG00000029461.18:B1	J:100363361-100436010	junction	random hexamer	5	0.06217148816321186	0.8207826816681233
ENSMUSG00000029467.16:B1	E:122639958-122640288	exon	random hexamer	5	0.06647912968471803	0.49999999999999994
ENSMUSG00000029478.17:B2	E:125119028-125119031	exon	random hexamer	7	0.1613816255586838	-0.14285714285714288
ENSMUSG00000029478.17:B2	J:125119028-125119808	junction	random hexamer	7	0.16138162555868374	0.25
ENSMUSG00000029478.17:B2	J:125119031-125119808	junction	random hexamer	7	0.1613816255586838	-0.21428571428571433
ENSMUSG00000029478.17:B6	E:125094218-125094225	exon	random hexamer	4	0.09555265103276428	-0.7999999999999999
ENSMUSG00000029478.17:B6	E:125094225-125094898	exon	random hexamer	4	0.12447221707426592	-0.7999999999999999
ENSMUSG00000029505.18:B1	E:110918393-110918583	exon	random hexamer	5	0.08091615969963023	0.0
ENSMUSG00000029505.18:B2	E:110901669-110901780	exon	random hexamer	5	0.0571306022529946	0.0
ENSMUSG00000029505.18:B2	J:110889926-110901669	junction	random hexamer	5	0.0571306022529946	-0.3354101966249684
ENSMUSG00000029505.18:B2	J:110889926-110903262	junction	random hexamer	5	0.0571306022529946	-0.6
ENSMUSG00000029505.18:B2	J:110901780-110903262	junction	random hexamer	5	0.0571306022529946	-0.19999999999999998
ENSMUSG00000029505.18:B3	E:110888047-110888155	exon	random hexamer	5	0.11430808889779742	0.7
ENSMUSG00000029505.18:B3	J:110887547-110888047	junction	random hexamer	5	0.11430808889779742	0.7
ENSMUSG00000029505.18:B3	J:110887547-110889835	junction	random hexamer	5	0.11430808889779744	0.39999999999999997
ENSMUSG00000029505.18:B3	J:110888155-110889835	junction	random hexamer	5	0.11430808889779742	0.7
ENSMUSG00000029505.18:B4	E:110812238-110812243	exon	random hexamer	5	0.0530703973740686	0.7071067811865475
ENSMUSG00000029505.18:B4	E:110816590-110816611	exon	random hexamer	5	0.05625517513714917	-0.19999999999999998
ENSMUSG00000029505.18:B4	E:110839534-110839681	exon	random hexamer	5	0.05625517513714917	0.49999999999999994
ENSMUSG00000029505.18:B4	E:110841031-110841201	exon	random hexamer	5	0.05625517513714917	0.8999999999999998
ENSMUSG00000029505.18:B4	E:110841285-110841436	exon	random hexamer	5	0.05625517513714917	0.49999999999999994
ENSMUSG00000029505.18:B4	J:110816590-110818740	junction	random hexamer	5	0.06395899845294119	-0.6668859288553501
ENSMUSG00000029505.18:B4	J:110816611-110818740	junction	random hexamer	5	0.05625517513714917	-0.6
ENSMUSG00000029505.18:B4	J:110839681-110841031	junction	random hexamer	5	0.05625517513714917	0.3
ENSMUSG00000029505.18:B4	J:110841201-110841285	junction	random hexamer	5	0.05625517513714917	0.49999999999999994
ENSMUSG00000029673.20:B1	E:131566498-131567526	exon	poly(dT)	4	0.08415543513507848	0.7999999999999999
ENSMUSG00000029673.20:B1	E:131566498-131567526	exon	random hexamer	6	0.17678726618019655	-0.028571428571428574
ENSMUSG00000029673.20:B1	E:131799598-131799628	exon	poly(dT)	4	0.09469672462659717	0.7999999999999999
ENSMUSG00000029673.20:B1	E:131799598-131799628	exon	random hexamer	6	0.2194722698404632	0.942857142857143
ENSMUSG00000029673.20:B1	E:132059828-132059864	exon	poly(dT)	4	0.09469672462659717	0.7999999999999999
ENSMUSG00000029673.20:B1	E:132059828-132059864	exon	random hexamer	6	0.2194722698404632	1.0
ENSMUSG00000029673.20:B1	E:132079146-132079248	exon	poly(dT)	4	0.09469672462659717	0.7999999999999999
ENSMUSG00000029673.20:B1	E:132079146-132079248	exon	random hexamer	6	0.2194722698404632	0.942857142857143
ENSMUSG00000029673.20:B1	E:132287762-132287975	exon	poly(dT)	4	0.09469672462659717	0.6000000000000001
ENSMUSG00000029673.20:B1	E:132287762-132287975	exon	random hexamer	6	0.2194722698404632	0.8285714285714287
ENSMUSG00000029673.20:B1	E:132570353-132572183	exon	poly(dT)	4	0.09469672462659717	0.7999999999999999
ENSMUSG00000029673.20:B1	E:132570353-132572183	exon	random hexamer	6	0.2194722698404632	0.942857142857143
ENSMUSG00000029673.20:B1	J:131562711-131566498	junction	poly(dT)	4	0.08415543513507848	0.7999999999999999
ENSMUSG00000029673.20:B1	J:131562711-131566498	junction	random hexamer	6	0.17678726618019655	0.6571428571428573
ENSMUSG00000029673.20:B1	J:131562711-131799598	junction	poly(dT)	4	0.09469672462659717	0.7999999999999999
ENSMUSG00000029673.20:B1	J:131562711-131799598	junction	random hexamer	6	0.2194722698404632	0.4285714285714286
ENSMUSG00000029673.20:B1	J:131799628-132059828	junction	poly(dT)	4	0.09469672462659717	0.7999999999999999
ENSMUSG00000029673.20:B1	J:131799628-132059828	junction	random hexamer	6	0.2194722698404632	0.942857142857143
ENSMUSG00000029673.20:B1	J:132059864-132079146	junction	poly(dT)	4	0.09469672462659717	0.7999999999999999
ENSMUSG00000029673.20:B1	J:132059864-132079146	junction	random hexamer	6	0.2194722698404632	0.942857142857143
ENSMUSG00000029673.20:B1	J:132079248-132287762	junction	poly(dT)	4	0.09469672462659717	0.7999999999999999
ENSMUSG00000029673.20:B1	J:132079248-132287762	junction	random hexamer	6	0.2194722698404632	1.0
ENSMUSG00000029673.20:B1	J:132287975-132570353	junction	poly(dT)	4	0.09469672462659717	0.7999999999999999
ENSMUSG00000029673.20:B1	J:132287975-132570353	junction	random hexamer	6	0.2194722698404632	0.7714285714285715
ENSMUSG00000029673.20:B3	E:131499251-131499296	exon	random hexamer	4	0.08723752550857555	-0.7999999999999999
ENSMUSG00000029673.20:B3	J:131494965-131499251	junction	random hexamer	4	0.08723752550857555	0.19999999999999998
ENSMUSG00000029673.20:B3	J:131494965-131501096	junction	random hexamer	4	0.08723752550857554	0.2581988897471611
ENSMUSG00000029673.20:B3	J:131499296-131501096	junction	random hexamer	4	0.08723752550857555	-1.0
ENSMUSG00000030000.11:B1	E:86055038-86055065	exon	random hexamer	4	0.08506813461692891	-0.9486832980505139
ENSMUSG00000030000.11:B1	E:86055065-86055096	exon	random hexamer	4	0.09384174003798956	-0.9486832980505139
ENSMUSG00000030000.11:B1	E:86059696-86059762	exon	random hexamer	4	0.06704602103089724	-0.19999999999999998
ENSMUSG00000030000.11:B1	E:86059762-86059795	exon	random hexamer	4	0.052129785125085315	0.6000000000000001
ENSMUSG00000030000.11:B1	E:86062809-86062843	exon	random hexamer	4	0.052129785125085315	0.6000000000000001
ENSMUSG00000030000.11:B1	J:86059795-86062809	junction	random hexamer	4	0.052129785125085315	0.6000000000000001
ENSMUSG00000030058.18:B1	E:87864795-87864909	exon	random hexamer	3	0.08377899624813212	-0.5
ENSMUSG00000030102.12:B1	E:108190056-108190162	exon	random hexamer	5	0.05438783136666997	0.3
ENSMUSG00000030134.12:B2	E:118062197-118062224	exon	random hexamer	3	0.07249280129497393	-0.5
ENSMUSG00000030134.12:B2	J:118061519-118062224	junction	random hexamer	3	0.07249280129497393	-0.5
ENSMUSG00000030231.12:B1	E:140369779-140369982	exon	poly(dT)	3	0.08764953623978577	1.0
ENSMUSG00000030231.12:B1	E:140369779-140369982	exon	random hexamer	4	0.12128848027263117	0.39999999999999997
ENSMUSG00000030231.12:B1	E:140370102-140370182	exon	poly(dT)	3	0.08764953623978577	0.5
ENSMUSG00000030231.12:B1	E:140370102-140370182	exon	random hexamer	4	0.12128848027263117	-0.39999999999999997
ENSMUSG00000030231.12:B1	E:140372223-140372281	exon	poly(dT)	3	0.08764953623978577	1.0
ENSMUSG00000030231.12:B1	E:140372223-140372281	exon	random hexamer	4	0.12128848027263117	-0.39999999999999997
ENSMUSG00000030231.12:B1	E:140378714-140378780	exon	poly(dT)	3	0.08764953623978576	-0.5
ENSMUSG00000030231.12:B1	E:140378714-140378780	exon	random hexamer	4	0.12128848027263119	0.39999999999999997
ENSMUSG00000030231.12:B1	J:140369982-140370102	junction	poly(dT)	3	0.08764953623978577	0.5
ENSMUSG00000030231.12:B1	J:140369982-140370102	junction	random hexamer	4	0.12128848027263117	-0.39999999999999997
ENSMUSG00000030231.12:B1	J:140370182-140372223	junction	poly(dT)	3	0.08764953623978577	1.0
ENSMUSG00000030231.12:B1	J:140370182-140372223	junction	random hexamer	4	0.12128848027263117	-0.39999999999999997
ENSMUSG00000030231.12:B1	J:140372281-140470590	junction	poly(dT)	3	0.08764953623978577	1.0
ENSMUSG00000030231.12:B1	J:140372281-140470590	junction	random hexamer	4	0.12128848027263117	-0.39999999999999997
ENSMUSG00000030854.18:B1	E:46782025-46782465	exon	random hexamer	3	0.10766004977582744	-1.0
ENSMUSG00000030854.18:B1	E:46783003-46783432	exon	random hexamer	3	0.10766004977582745	-0.5
ENSMUSG00000030854.18:B1	J:46762545-46782025	junction	random hexamer	3	0.10766004977582744	0.5
ENSMUSG00000030854.18:B1	J:46762545-46783003	junction	random hexamer	3	0.10766004977582745	0.5
ENSMUSG00000031442.22:B1	E:12999415-12999483	exon	random hexamer	4	0.05845759551607505	-0.7745966692414834
ENSMUSG00000031592.11:B1	E:41692809-41692814	exon	poly(dT)	4	0.05992554284862801	-0.7999999999999999
ENSMUSG00000031748.17:B1	E:94537465-94537467	exon	poly(dT)	7	0.21328124134233423	-0.10811249552346709
ENSMUSG00000031748.17:B1	E:94537465-94537467	exon	random hexamer	7	0.21328124134233423	0.39285714285714296
ENSMUSG00000031748.17:B1	E:94537467-94537940	exon	poly(dT)	7	0.28756377477243356	-0.07142857142857144
ENSMUSG00000031748.17:B1	E:94537467-94537940	exon	random hexamer	7	0.28756377477243356	-0.07142857142857144
ENSMUSG00000031822.21:B1	E:121215185-121215890	exon	random hexamer	4	0.0628922667185347	-0.7999999999999999
ENSMUSG00000031822.21:B1	E:121262595-121262693	exon	random hexamer	4	0.08468517785860555	-0.9486832980505139
ENSMUSG00000031822.21:B1	E:121264167-121264301	exon	random hexamer	4	0.12516946412093732	0.7999999999999999
ENSMUSG00000031822.21:B1	J:121215890-121280322	junction	random hexamer	4	0.0628922667185347	0.39999999999999997
ENSMUSG00000031822.21:B1	J:121262693-121280322	junction	random hexamer	4	0.08468517785860555	-0.7745966692414834
ENSMUSG00000031822.21:B1	J:121264301-121280322	junction	random hexamer	4	0.12516946412093732	0.7999999999999999
ENSMUSG00000031833.11:B1	E:71244869-71245081	exon	random hexamer	5	0.14605253910491445	0.7
ENSMUSG00000031833.11:B1	E:71249356-71249446	exon	random hexamer	5	0.14605253910491434	0.7999999999999999
ENSMUSG00000031833.11:B1	E:71249543-71249632	exon	random hexamer	5	0.14605253910491434	0.09999999999999999
ENSMUSG00000031833.11:B1	J:71242729-71244869	junction	random hexamer	5	0.14605253910491445	0.3
ENSMUSG00000031833.11:B1	J:71242729-71249356	junction	random hexamer	5	0.14605253910491434	0.7
ENSMUSG00000031833.11:B1	J:71249446-71249543	junction	random hexamer	5	0.14605253910491434	0.09999999999999999
ENSMUSG00000031865.17:B1	E:83142901-83142932	exon	random hexamer	6	0.23161148676458232	0.6571428571428573
ENSMUSG00000031865.17:B1	E:83142932-83142976	exon	random hexamer	6	0.17897417618232225	0.8285714285714287
ENSMUSG00000031865.17:B1	E:83159505-83159751	exon	random hexamer	6	0.17897417618232225	0.48571428571428577
ENSMUSG00000031865.17:B1	E:83160040-83160119	exon	random hexamer	6	0.17897417618232225	0.8285714285714287
ENSMUSG00000031865.17:B1	E:83160280-83160315	exon	random hexamer	6	0.17897417618232225	1.0
ENSMUSG00000031865.17:B1	E:83160917-83160938	exon	random hexamer	6	0.13909311962576032	0.08571428571428573
ENSMUSG00000031865.17:B1	E:83162927-83163409	exon	random hexamer	6	0.17897417618232225	0.6
ENSMUSG00000031865.17:B1	E:83163409-83163427	exon	random hexamer	6	0.2316114867645822	-0.5428571428571429
ENSMUSG00000031865.17:B1	E:83164745-83164766	exon	random hexamer	6	0.2316114867645822	-0.5428571428571429
ENSMUSG00000031865.17:B1	J:83142976-83159505	junction	random hexamer	6	0.17897417618232225	0.942857142857143
ENSMUSG00000031865.17:B1	J:83159751-83160040	junction	random hexamer	6	0.17897417618232225	0.7142857142857143
ENSMUSG00000031865.17:B1	J:83160119-83160280	junction	random hexamer	6	0.17897417618232225	1.0
ENSMUSG00000031865.17:B1	J:83160315-83160917	junction	random hexamer	6	0.13909311962576032	0.08571428571428573
ENSMUSG00000031865.17:B1	J:83160315-83166058	junction	random hexamer	6	0.23161148676458232	0.6
ENSMUSG00000031865.17:B1	J:83160938-83163409	junction	random hexamer	6	0.13909311962576032	0.08571428571428573
ENSMUSG00000031865.17:B1	J:83163427-83164745	junction	random hexamer	6	0.2316114867645822	-0.5428571428571429
ENSMUSG00000031865.17:B1	J:83164766-83166058	junction	random hexamer	6	0.2316114867645822	-0.6
ENSMUSG00000031865.17:B2	E:83174300-83174315	exon	random hexamer	6	0.1409374584819979	0.5428571428571429
ENSMUSG00000031865.17:B2	J:83173089-83174300	junction	random hexamer	6	0.1409374584819979	0.48571428571428577
ENSMUSG00000031865.17:B2	J:83173089-83174472	junction	random hexamer	6	0.14093745848199782	0.40583972495671394
ENSMUSG00000031865.17:B2	J:83174315-83174472	junction	random hexamer	6	0.1409374584819979	0.7142857142857143
ENSMUSG00000031996.18:B1	E:31123087-31123089	exon	random hexamer	3	0.14304372627545603	-0.5
ENSMUSG00000032009.9:B2	E:14221543-14221726	exon	poly(dT)	4	0.06001198909368022	-0.39999999999999997
ENSMUSG00000032009.9:B2	J:14219954-14221543	junction	poly(dT)	4	0.06001198909368022	-0.39999999999999997
ENSMUSG00000032009.9:B2	J:14221726-14225791	junction	poly(dT)	4	0.06001198909368022	0.7999999999999999
ENSMUSG00000032011.6:B1	E:43954680-43954773	exon	random hexamer	6	0.11749940812145043	0.7142857142857143
ENSMUSG00000032011.6:B1	E:43957240-43957253	exon	random hexamer	6	0.11749940812145038	0.6571428571428573
ENSMUSG00000032011.6:B1	J:43954773-43957253	junction	random hexamer	6	0.11749940812145043	0.028571428571428574
ENSMUSG00000032186.16:B1	E:75504678-75504684	exon	poly(dT)	7	0.13558758536770577	0.5714285714285715
ENSMUSG00000032186.16:B1	E:75504678-75504684	exon	random hexamer	7	0.13558758536770577	0.28571428571428575
ENSMUSG00000032186.16:B1	E:75506049-75506450	exon	poly(dT)	7	0.112957012591103	0.03571428571428572
ENSMUSG00000032186.16:B1	E:75506049-75506450	exon	random hexamer	7	0.112957012591103	-0.14285714285714288
ENSMUSG00000032186.16:B1	E:75518305-75518585	exon	poly(dT)	7	0.12646290078549427	0.21428571428571433
ENSMUSG00000032186.16:B1	E:75518305-75518585	exon	random hexamer	7	0.12646290078549427	-0.5357142857142858
ENSMUSG00000032186.16:B1	E:75518585-75518607	exon	random hexamer	7	0.13558758536770577	-0.6671243849949912
ENSMUSG00000032186.16:B1	J:75504678-75518305	junction	poly(dT)	7	0.13558758536770577	-0.4925690038994379
ENSMUSG00000032186.16:B1	J:75504678-75518305	junction	random hexamer	7	0.13558758536770577	-0.2041241452319315
ENSMUSG00000032186.16:B1	J:75504684-75506049	junction	random hexamer	7	0.112957012591103	0.8017837257372733
ENSMUSG00000032186.16:B2	E:75472905-75481097	exon	random hexamer	6	0.12541093002018866	0.08571428571428573
ENSMUSG00000032216.16:B1	E:72569627-72569895	exon	random hexamer	6	0.1534662749365736	-0.2571428571428572
ENSMUSG00000032216.16:B1	E:72575961-72577233	exon	random hexamer	6	0.15346627493657344	0.48571428571428577
ENSMUSG00000032216.16:B1	J:72569895-72577233	junction	random hexamer	6	0.1534662749365736	0.08571428571428573
ENSMUSG00000032336.18:B1	E:58489574-58489689	exon	random hexamer	3	0.12425724316998568	0.5
ENSMUSG00000032407.15:B1	E:95393947-95394049	exon	poly(dT)	4	0.06862912895431147	-0.7999999999999999
ENSMUSG00000032407.15:B1	E:95393947-95394049	exon	random hexamer	3	0.06862912895431147	-0.5
ENSMUSG00000032503.19:B1	E:112016537-112016575	exon	poly(dT)	5	0.32273197165355694	-0.35909242322980395
ENSMUSG00000032503.19:B1	E:112016537-112016575	exon	random hexamer	4	0.2646087975798386	0.19999999999999998
ENSMUSG00000032503.19:B1	E:112016928-112016997	exon	poly(dT)	5	0.32273197165355694	0.44721359549995787
ENSMUSG00000032503.19:B1	E:112016928-112016997	exon	random hexamer	4	0.2646087975798386	0.7999999999999999
ENSMUSG00000032503.19:B1	E:112046323-112046329	exon	poly(dT)	5	0.2756762287238469	0.6708203932499368
ENSMUSG00000032503.19:B1	E:112046323-112046329	exon	random hexamer	4	0.2756762287238469	0.7999999999999999
ENSMUSG00000032503.19:B1	E:112046329-112046419	exon	poly(dT)	5	0.2799119448052797	0.44721359549995787
ENSMUSG00000032503.19:B1	E:112046329-112046419	exon	random hexamer	4	0.2799119448052797	0.39999999999999997
ENSMUSG00000032503.19:B1	J:112014837-112016537	junction	poly(dT)	5	0.32273197165355694	-0.35909242322980395
ENSMUSG00000032503.19:B1	J:112014837-112016537	junction	random hexamer	4	0.2646087975798386	0.316227766016838
ENSMUSG00000032503.19:B1	J:112014837-112016657	junction	poly(dT)	5	0.31576584265481	0.09999999999999999
ENSMUSG00000032503.19:B1	J:112014837-112016657	junction	random hexamer	4	0.2754975158573394	0.39999999999999997
ENSMUSG00000032503.19:B1	J:112016575-112016657	junction	poly(dT)	5	0.32273197165355694	0.7071067811865475
ENSMUSG00000032503.19:B1	J:112016575-112016657	junction	random hexamer	4	0.2646087975798386	-0.7745966692414834
ENSMUSG00000032503.19:B1	J:112016834-112016928	junction	poly(dT)	5	0.32273197165355694	0.44721359549995787
ENSMUSG00000032503.19:B1	J:112016834-112016928	junction	random hexamer	4	0.2646087975798386	0.6000000000000001
ENSMUSG00000032503.19:B1	J:112016834-112046323	junction	random hexamer	4	0.2799119448052797	0.7745966692414834
ENSMUSG00000032503.19:B2	E:111894158-111894327	exon	poly(dT)	5	0.3029721333024822	0.3
ENSMUSG00000032503.19:B2	E:111894158-111894327	exon	random hexamer	5	0.3029721333024822	0.7
ENSMUSG00000032503.19:B2	E:111894327-111895090	exon	poly(dT)	5	0.35139251663958954	0.6
ENSMUSG00000032503.19:B2	E:111894327-111895090	exon	random hexamer	5	0.35139251663958954	0.7
ENSMUSG00000032503.19:B2	E:111896228-111896377	exon	poly(dT)	5	0.35139251663958954	-0.5642880936468347
ENSMUSG00000032503.19:B2	E:111896228-111896377	exon	random hexamer	5	0.35139251663958954	0.7
ENSMUSG00000032503.19:B2	E:111948250-111948377	exon	poly(dT)	5	0.37520413664368113	-0.19999999999999998
ENSMUSG00000032503.19:B2	E:111948250-111948377	exon	random hexamer	5	0.37520413664368113	0.19999999999999998
ENSMUSG00000032503.19:B2	E:111953807-111954068	exon	poly(dT)	5	0.37520413664368113	-0.39999999999999997
ENSMUSG00000032503.19:B2	E:111953807-111954068	exon	random hexamer	5	0.37520413664368113	0.19999999999999998
ENSMUSG00000032503.19:B2	E:111955502-111955607	exon	poly(dT)	5	0.35139251663958954	0.3
ENSMUSG00000032503.19:B2	E:111955502-111955607	exon	random hexamer	5	0.35139251663958954	0.49999999999999994
ENSMUSG00000032503.19:B2	E:111956346-111956528	exon	poly(dT)	5	0.37520413664368113	0.0
ENSMUSG00000032503.19:B2	E:111956346-111956528	exon	random hexamer	5	0.37520413664368113	0.49999999999999994
ENSMUSG00000032503.19:B2	E:111965521-111965749	exon	poly(dT)	5	0.37520413664368113	-0.19999999999999998
ENSMUSG00000032503.19:B2	E:111965521-111965749	exon	random hexamer	5	0.37520413664368113	0.49999999999999994
ENSMUSG00000032503.19:B2	E:111972376-111972606	exon	poly(dT)	5	0.37520413664368113	0.09999999999999999
ENSMUSG00000032503.19:B2	E:111972376-111972606	exon	random hexamer	5	0.37520413664368113	-0.09999999999999999
ENSMUSG00000032503.19:B2	E:111976490-111976550	exon	poly(dT)	5	0.3029721333024822	0.3
ENSMUSG00000032503.19:B2	E:111976490-111976550	exon	random hexamer	5	0.3029721333024822	-0.09999999999999999
ENSMUSG00000032503.19:B2	E:111978402-111978440	exon	poly(dT)	5	0.35139251663958954	0.19999999999999998
ENSMUSG00000032503.19:B2	E:111978402-111978440	exon	random hexamer	5	0.35139251663958954	-0.09999999999999999
ENSMUSG00000032503.19:B2	E:111986757-111986866	exon	poly(dT)	5	0.35139251663958954	0.09999999999999999
ENSMUSG00000032503.19:B2	E:111986757-111986866	exon	random hexamer	5	0.35139251663958954	0.39999999999999997
ENSMUSG00000032503.19:B2	E:111990005-111990701	exon	poly(dT)	5	0.2770879991127719	0.7
ENSMUSG00000032503.19:B2	E:111990005-111990701	exon	random hexamer	5	0.2770879991127719	0.19999999999999998
ENSMUSG00000032503.19:B2	E:112005162-112005303	exon	poly(dT)	5	0.32230339230057936	0.6
ENSMUSG00000032503.19:B2	E:112005162-112005303	exon	random hexamer	5	0.32230339230057936	0.9999999999999999
ENSMUSG00000032503.19:B2	E:112006001-112006061	exon	poly(dT)	5	0.32230339230057936	0.09999999999999999
ENSMUSG00000032503.19:B2	E:112006001-112006061	exon	random hexamer	5	0.32230339230057936	0.8999999999999998
ENSMUSG00000032503.19:B2	E:112006725-112006804	exon	poly(dT)	5	0.32230339230057936	0.7
ENSMUSG00000032503.19:B2	E:112006725-112006804	exon	random hexamer	5	0.32230339230057936	0.7
ENSMUSG00000032503.19:B2	E:112008095-112008240	exon	poly(dT)	5	0.32230339230057936	0.49999999999999994
ENSMUSG00000032503.19:B2	E:112008095-112008240	exon	random hexamer	5	0.32230339230057936	0.6
ENSMUSG00000032503.19:B2	E:112009099-112011888	exon	poly(dT)	5	0.3223033923005794	0.9999999999999999
ENSMUSG00000032503.19:B2	E:112009099-112011888	exon	random hexamer	5	0.3223033923005794	0.0
ENSMUSG00000032503.19:B2	J:111895090-111896228	junction	poly(dT)	5	0.35139251663958954	-0.5642880936468347
ENSMUSG00000032503.19:B2	J:111895090-111896228	junction	random hexamer	5	0.35139251663958954	0.7
ENSMUSG00000032503.19:B2	J:111896377-111948250	junction	poly(dT)	5	0.35139251663958954	0.0
ENSMUSG00000032503.19:B2	J:111896377-111948250	junction	random hexamer	5	0.35139251663958954	0.8999999999999998
ENSMUSG00000032503.19:B2	J:111948377-111953807	junction	poly(dT)	5	0.37520413664368113	-0.19999999999999998
ENSMUSG00000032503.19:B2	J:111948377-111953807	junction	random hexamer	5	0.37520413664368113	0.49999999999999994
ENSMUSG00000032503.19:B2	J:111954068-111955502	junction	poly(dT)	5	0.35139251663958954	-0.3354101966249684
ENSMUSG00000032503.19:B2	J:111954068-111955502	junction	random hexamer	5	0.35139251663958954	0.49999999999999994
ENSMUSG00000032503.19:B2	J:111955607-111956346	junction	poly(dT)	5	0.35139251663958954	-0.6668859288553501
ENSMUSG00000032503.19:B2	J:111955607-111956346	junction	random hexamer	5	0.35139251663958954	0.49999999999999994
ENSMUSG00000032503.19:B2	J:111956528-111965521	junction	poly(dT)	5	0.37520413664368113	-0.6668859288553501
ENSMUSG00000032503.19:B2	J:111956528-111965521	junction	random hexamer	5	0.37520413664368113	0.7
ENSMUSG00000032503.19:B2	J:111965749-111972376	junction	poly(dT)	5	0.37520413664368113	-0.6668859288553501
ENSMUSG00000032503.19:B2	J:111965749-111972376	junction	random hexamer	5	0.37520413664368113	0.7
ENSMUSG00000032503.19:B2	J:111972606-111976490	junction	poly(dT)	5	0.3029721333024822	0.35355339059327373
ENSMUSG00000032503.19:B2	J:111972606-111976490	junction	random hexamer	5	0.3029721333024822	-0.20519567041703082
ENSMUSG00000032503.19:B2	J:111976550-111978402	junction	poly(dT)	5	0.3029721333024822	-0.20519567041703082
ENSMUSG00000032503.19:B2	J:111976550-111978402	junction	random hexamer	5	0.3029721333024822	-0.20519567041703082
ENSMUSG00000032503.19:B2	J:111978440-111986757	junction	poly(dT)	5	0.35139251663958954	0.0
ENSMUSG00000032503.19:B2	J:111978440-111986757	junction	random hexamer	5	0.35139251663958954	0.8999999999999998
ENSMUSG00000032503.19:B2	J:111986866-112005162	junction	poly(dT)	5	0.35139251663958954	0.09999999999999999
ENSMUSG00000032503.19:B2	J:111986866-112005162	junction	random hexamer	5	0.35139251663958954	0.8999999999999998
ENSMUSG00000032503.19:B2	J:112005303-112006001	junction	poly(dT)	5	0.32230339230057936	0.09999999999999999
ENSMUSG00000032503.19:B2	J:112005303-112006001	junction	random hexamer	5	0.32230339230057936	0.7
ENSMUSG00000032503.19:B2	J:112006061-112006725	junction	poly(dT)	5	0.32230339230057936	0.7
ENSMUSG00000032503.19:B2	J:112006061-112006725	junction	random hexamer	5	0.32230339230057936	0.7
ENSMUSG00000032503.19:B2	J:112006804-112008095	junction	poly(dT)	5	0.32230339230057936	0.6
ENSMUSG00000032503.19:B2	J:112006804-112008095	junction	random hexamer	5	0.32230339230057936	0.6
ENSMUSG00000032503.19:B2	J:112008240-112012562	junction	poly(dT)	5	0.32230339230057936	0.9999999999999999
ENSMUSG00000032503.19:B2	J:112008240-112012562	junction	random hexamer	5	0.32230339230057936	0.8999999999999998
ENSMUSG00000032503.19:B2	J:112011888-112012562	junction	poly(dT)	5	0.3223033923005794	0.7999999999999999
ENSMUSG00000032503.19:B2	J:112011888-112012562	junction	random hexamer	5	0.3223033923005794	0.6
ENSMUSG00000032549.8:B1	E:102988985-102989005	exon	random hexamer	6	0.1356431397212059	0.08571428571428573
ENSMUSG00000032936.14:B1	E:107812872-107813250	exon	random hexamer	5	0.3437418440500514	0.6
ENSMUSG00000032936.14:B1	E:107822457-107822477	exon	random hexamer	5	0.3437418440500514	0.6
ENSMUSG00000032936.14:B1	J:107813250-107822477	junction	random hexamer	5	0.3437418440500514	0.8999999999999998
ENSMUSG00000033066.18:B1	E:67345916-67346600	exon	random hexamer	4	0.09093456825777299	-0.39999999999999997
ENSMUSG00000033066.18:B1	E:67423903-67423945	exon	random hexamer	4	0.14908572849156787	-0.7745966692414834
ENSMUSG00000033066.18:B1	E:67437979-67438023	exon	random hexamer	4	0.06120598301202984	0.10540925533894598
ENSMUSG00000033066.18:B1	E:67438324-67438477	exon	random hexamer	4	0.06120598301202984	0.2581988897471611
ENSMUSG00000033066.18:B1	J:67346600-67493933	junction	random hexamer	4	0.09093456825777299	0.19999999999999998
ENSMUSG00000033565.19:B2	E:76989776-76989869	exon	random hexamer	5	0.053681617756790034	-0.3
ENSMUSG00000033565.19:B2	E:77001264-77001267	exon	random hexamer	5	0.053681617756790034	-0.19999999999999998
ENSMUSG00000033565.19:B2	J:76987139-76989776	junction	random hexamer	5	0.053681617756790034	0.09999999999999999
