Name Chr Start End EXcortical_polydT_0 EXcortical_randomhexamer_0 INHmidbrain_polydT_0 INHmidbrain_randomhexamer_0
chr16:84762644-84762646 chr16 84762644 84762646 25.645323499832383 0.0 0.0 0.0
chr16:84762645-84762646 chr16 84762645 84762646 0.0 50.53637277908146 0.0 0.0
chr16:84762645-84762647 chr16 84762645 84762647 0.0 0.0 24.420401854714065 57.18701700154559
chr16:84762646-84762647 chr16 84762646 84762647 25.729131746563862 50.20113979215555 0.0 0.0
chr16:84762647-84762648 chr16 84762647 84762648 0.0 48.77639959772042 24.111282843894898 55.641421947449764
chr16:84762647-84762649 chr16 84762647 84762649 25.142474019443515 0.0 0.0 0.0
chr16:84762648-84762649 chr16 84762648 84762649 0.0 48.69259135098894 0.0 56.2596599690881
chr16:84762648-84762650 chr16 84762648 84762650 0.0 0.0 24.420401854714065 0.0
chr16:84762649-84762650 chr16 84762649 84762650 24.891049279249078 48.357358364063025 0.0 56.87789799072643
chr16:84762650-84762651 chr16 84762650 84762651 24.639624539054644 48.441166610794504 0.0 57.18701700154559
chr16:84762650-84762653 chr16 84762650 84762653 0.0 0.0 23.802163833075735 0.0
chr16:84762651-84762652 chr16 84762651 84762652 24.30439155212873 47.938317130405636 0.0 56.2596599690881
chr16:84762652-84762653 chr16 84762652 84762653 24.220583305397252 47.35165940328528 0.0 56.568778979907265
chr16:84762653-84762654 chr16 84762653 84762654 24.136775058665773 47.10023466309085 23.493044822256568 57.18701700154559
chr16:84762654-84762655 chr16 84762654 84762655 23.466309084813947 45.08883674153537 23.183925811437405 55.95054095826893
chr16:84762655-84762656 chr16 84762655 84762656 22.879651357693596 44.83741200134094 0.0 56.87789799072643
chr16:84762655-84762657 chr16 84762655 84762657 0.0 0.0 21.94744976816074 0.0
chr16:84762656-84762657 chr16 84762656 84762657 22.628226617499163 44.75360375460946 0.0 57.18701700154559
chr16:84762657-84762658 chr16 84762657 84762658 22.544418370767684 44.5859872611465 21.638330757341578 0.0
chr16:84762657-84762659 chr16 84762657 84762659 0.0 0.0 0.0 56.568778979907265
chr16:84762658-84762659 chr16 84762658 84762659 22.460610124036204 44.50217901441502 21.32921174652241 0.0
chr16:84762659-84762661 chr16 84762659 84762661 0.3352329869259135 0.08380824673147838 0.3091190108191654 0.0
chr16:84762661-84762662 chr16 84762661 84762662 0.16761649346295676 0.0 0.0 0.0
chr16:84762662-84762665 chr16 84762662 84762665 0.08380824673147838 0.0 0.0 0.0
chr16:84764730-84764861 chr16 84764730 84764861 0.16761649346295676 0.0 0.0 0.0
chr16:84766562-84766701 chr16 84766562 84766701 0.08380824673147838 0.0 0.0 0.0
chr16:84768214-84768293 chr16 84768214 84768293 0.0 0.08380824673147838 0.0 0.0
chr16:84768293-84768294 chr16 84768293 84768294 0.0 0.16761649346295676 0.0 0.0
chr16:84768294-84768295 chr16 84768294 84768295 0.16761649346295676 0.5866577271203487 0.0 0.9273570324574961
chr16:84768295-84768296 chr16 84768295 84768296 0.3352329869259135 0.9218907140462622 1.2364760432766615 2.1638330757341575
chr16:84768296-84768297 chr16 84768296 84768297 21.454911163258465 44.92122024807241 0.0 56.568778979907265
chr16:84768296-84768298 chr16 84768296 84768298 0.0 0.0 21.020092735703244 0.0
chr16:84768297-84768298 chr16 84768297 84768298 21.622527656721424 45.256453234998325 0.0 57.18701700154559
chr16:84768298-84768299 chr16 84768298 84768299 21.7063359034529 45.67549446865572 0.0 59.041731066460585
chr16:84768298-84768300 chr16 84768298 84768300 0.0 0.0 21.638330757341578 0.0
chr16:84768299-84768300 chr16 84768299 84768300 21.454911163258465 45.75930271538719 0.0 59.65996908809892
chr16:84768300-84768301 chr16 84768300 84768301 23.29869259135099 47.85450888367416 22.256568778979908 62.442040185471406
chr16:84768301-84768302 chr16 84768301 84768302 23.88535031847134 49.949715051961114 23.183925811437405 67.07882534775888
chr16:84768302-84768303 chr16 84768302 84768303 24.639624539054644 51.62587998659068 25.347758887171562 68.00618238021639
chr16:84768303-84768304 chr16 84768303 84768304 26.567214213878646 57.157224270868255 28.438948995363216 75.11591962905719
chr16:84768304-84768305 chr16 84768304 84768305 27.656721421387864 61.2638283607107 29.675425038639876 79.75270479134467
chr16:84768305-84768306 chr16 84768305 84768306 35.95373784780423 76.43312101910828 34.62132921174652 96.44513137557959
chr16:84768306-84768307 chr16 84768306 84768307 36.037546094535706 76.85216225276568 0.0 97.06336939721793
chr16:84768306-84768313 chr16 84768306 84768313 0.0 0.0 34.93044822256569 0.0
chr16:84768307-84768308 chr16 84768307 84768308 35.61850486087831 77.01977874622864 0.0 97.3724884080371
chr16:84768308-84768309 chr16 84768308 84768309 0.0 77.35501173315454 0.0 97.99072642967542
chr16:84768308-84768310 chr16 84768308 84768310 35.53469661414683 0.0 0.0 0.0
chr16:84768309-84768310 chr16 84768309 84768310 0.0 77.77405296681194 0.0 98.60896445131375
chr16:84768310-84768311 chr16 84768310 84768311 35.11565538048944 78.10928595373785 0.0 97.99072642967542
chr16:84768311-84768312 chr16 84768311 84768312 35.2832718739524 80.28830036875628 0.0 102.00927357032457
chr16:84768312-84768313 chr16 84768312 84768313 35.36708012068387 80.70734160241368 0.0 0.0
chr16:84768312-84768314 chr16 84768312 84768314 0.0 0.0 0.0 102.31839258114374
chr16:84768313-84768314 chr16 84768313 84768314 0.0 80.6235333556822 0.0 0.0
chr16:84768313-84768315 chr16 84768313 84768315 35.11565538048944 0.0 34.62132921174652 0.0
chr16:84768314-84768315 chr16 84768314 84768315 0.0 81.21019108280255 0.0 0.0
chr16:84768314-84768316 chr16 84768314 84768316 0.0 0.0 0.0 102.93663060278207
chr16:84768315-84768316 chr16 84768315 84768316 34.61280590010057 81.29399932953403 0.0 0.0
chr16:84768315-84768319 chr16 84768315 84768319 0.0 0.0 34.93044822256569 0.0
chr16:84768316-84768317 chr16 84768316 84768317 34.528997653369096 81.37780757626551 0.0 103.5548686244204
chr16:84768317-84768318 chr16 84768317 84768318 34.44518940663762 81.46161582299699 0.0 103.86398763523957
chr16:84768318-84768319 chr16 84768318 84768319 33.60710693932283 81.29399932953403 0.0 102.93663060278207
chr16:84768319-84768320 chr16 84768319 84768320 33.355682199128395 81.21019108280255 34.62132921174652 103.24574961360123
chr16:84768320-84768321 chr16 84768320 84768321 33.439490445859875 81.37780757626551 34.003091190108194 103.5548686244204
chr16:84768321-84768322 chr16 84768321 84768322 33.02044921220248 80.87495809587664 33.69397217928903 103.86398763523957
chr16:84768322-84768323 chr16 84768322 84768323 32.93664096547101 0.0 0.0 0.0
chr16:84768322-84768324 chr16 84768322 84768324 0.0 81.12638283607107 34.003091190108194 0.0
chr16:84768322-84768325 chr16 84768322 84768325 0.0 0.0 0.0 104.4822256568779
chr16:84768323-84768324 chr16 84768323 84768324 32.85283271873953 0.0 0.0 0.0
chr16:84768324-84768325 chr16 84768324 84768325 32.60140797854509 80.79114984914516 33.69397217928903 0.0
chr16:84768325-84768326 chr16 84768325 84768326 0.0 81.21019108280255 0.0 0.0
chr16:84768325-84768327 chr16 84768325 84768327 32.93664096547101 0.0 0.0 104.79134466769706
chr16:84768325-84768329 chr16 84768325 84768329 0.0 0.0 34.31221020092735 0.0
chr16:84768326-84768327 chr16 84768326 84768327 0.0 81.37780757626551 0.0 0.0
chr16:84768327-84768328 chr16 84768327 84768328 0.0 0.0 0.0 106.33693972179289
chr16:84768327-84768329 chr16 84768327 84768329 33.02044921220248 82.13208179684881 0.0 0.0
chr16:84768328-84768329 chr16 84768328 84768329 0.0 0.0 0.0 107.26429675425038
chr16:84768329-84768330 chr16 84768329 84768330 32.51759973181361 81.71304056319143 34.62132921174652 106.33693972179289
chr16:84768330-84768331 chr16 84768330 84768331 0.0 82.04827355011733 0.0 0.0
chr16:84768330-84768332 chr16 84768330 84768332 32.60140797854509 0.0 34.93044822256569 106.64605873261205
chr16:84768331-84768332 chr16 84768331 84768332 0.0 82.38350653704325 0.0 0.0
chr16:84768332-84768333 chr16 84768332 84768333 32.51759973181361 82.71873952396916 0.0 0.0
chr16:84768332-84768334 chr16 84768332 84768334 0.0 0.0 0.0 107.88253477588871
chr16:84768332-84768335 chr16 84768332 84768335 0.0 0.0 34.62132921174652 0.0
chr16:84768333-84768334 chr16 84768333 84768334 32.43379148508213 82.29969829031177 0.0 0.0
chr16:84768334-84768335 chr16 84768334 84768335 32.1823667448877 82.38350653704325 0.0 108.19165378670787
chr16:84768335-84768336 chr16 84768335 84768336 32.01475025142474 82.04827355011733 0.0 107.57341576506956
chr16:84768335-84768337 chr16 84768335 84768337 0.0 0.0 34.31221020092735 0.0
chr16:84768336-84768337 chr16 84768336 84768337 0.0 0.0 0.0 107.88253477588871
chr16:84768336-84768338 chr16 84768336 84768338 31.595709017767348 0.0 0.0 0.0
chr16:84768336-84768339 chr16 84768336 84768339 0.0 81.62923231645995 0.0 0.0
chr16:84768337-84768338 chr16 84768337 84768338 0.0 0.0 0.0 107.26429675425038
chr16:84768337-84768342 chr16 84768337 84768342 0.0 0.0 33.69397217928903 0.0
chr16:84768338-84768339 chr16 84768338 84768339 31.511900771035872 0.0 0.0 107.57341576506956
chr16:84768339-84768340 chr16 84768339 84768340 31.428092524304393 81.37780757626551 0.0 0.0
chr16:84768339-84768342 chr16 84768339 84768342 0.0 0.0 0.0 107.88253477588871
chr16:84768340-84768341 chr16 84768340 84768341 31.17666778410996 81.29399932953403 0.0 0.0
chr16:84768341-84768342 chr16 84768341 84768342 31.344284277572914 81.0425745893396 0.0 0.0
chr16:84768342-84768343 chr16 84768342 84768343 30.925243043915522 80.20449212202482 0.0 106.95517774343122
chr16:84768342-84768344 chr16 84768342 84768344 0.0 0.0 32.45749613601237 0.0
chr16:84768343-84768344 chr16 84768343 84768344 0.0 80.45591686221924 0.0 108.19165378670787
chr16:84768343-84768345 chr16 84768343 84768345 30.841434797184043 0.0 0.0 0.0
chr16:84768344-84768345 chr16 84768344 84768345 0.0 0.0 0.0 109.11901081916538
chr16:84768344-84768346 chr16 84768344 84768346 0.0 80.53972510895072 32.1483771251932 0.0
chr16:84768345-84768346 chr16 84768345 84768346 30.673818303721088 0.0 0.0 108.80989180834621
chr16:84768346-84768347 chr16 84768346 84768347 30.50620181025813 79.78545088836742 0.0 109.7372488408037
chr16:84768346-84768349 chr16 84768346 84768349 0.0 0.0 31.839258114374033 0.0
chr16:84768347-84768348 chr16 84768347 84768348 30.42239356352665 79.95306738183038 0.0 109.11901081916538
chr16:84768348-84768349 chr16 84768348 84768349 30.00335232986926 79.19879316124707 0.0 0.0
chr16:84768348-84768350 chr16 84768348 84768350 0.0 0.0 0.0 107.26429675425038
chr16:84768349-84768350 chr16 84768349 84768350 29.58431109621187 78.77975192758967 31.221020092735703 0.0
chr16:84768350-84768351 chr16 84768350 84768351 0.4190412336573919 0.9218907140462622 0.0 1.545595054095827
chr16:84768350-84768382 chr16 84768350 84768382 0.0 0.0 0.6182380216383307 0.0
chr16:84768351-84768352 chr16 84768351 84768352 0.25142474019443517 0.5028494803888703 0.0 0.0
chr16:84768351-84768356 chr16 84768351 84768356 0.0 0.0 0.0 0.9273570324574961
chr16:84768352-84768356 chr16 84768352 84768356 0.08380824673147838 0.0 0.0 0.0
chr16:84768352-84768395 chr16 84768352 84768395 0.0 0.3352329869259135 0.0 0.0
chr16:84768356-84768402 chr16 84768356 84768402 0.0 0.0 0.0 0.6182380216383307
chr16:84768382-84768383 chr16 84768382 84768383 0.0 0.0 0.3091190108191654 0.0
chr16:84768395-84768409 chr16 84768395 84768409 0.0 0.16761649346295676 0.0 0.0
chr16:84768402-84768414 chr16 84768402 84768414 0.0 0.0 0.0 0.3091190108191654
chr16:84768409-84768454 chr16 84768409 84768454 0.0 0.08380824673147838 0.0 0.0
chr16:84769578-84769717 chr16 84769578 84769717 0.0 0.08380824673147838 0.0 0.0
chr16:84770235-84770265 chr16 84770235 84770265 0.0 0.08380824673147838 0.0 0.0
chr16:84771080-84771223 chr16 84771080 84771223 0.0 0.0 0.0 0.3091190108191654
chr16:84771336-84771427 chr16 84771336 84771427 0.0 0.08380824673147838 0.0 0.0
chr16:84771858-84771859 chr16 84771858 84771859 0.08380824673147838 0.0 0.0 0.0
chr16:84771859-84771865 chr16 84771859 84771865 0.16761649346295676 0.0 0.0 0.0
chr16:84771865-84771885 chr16 84771865 84771885 0.25142474019443517 0.0 0.0 0.0
chr16:84771885-84771920 chr16 84771885 84771920 0.3352329869259135 0.0 0.0 0.0
chr16:84771920-84771930 chr16 84771920 84771930 0.25142474019443517 0.0 0.0 0.0
chr16:84771930-84771932 chr16 84771930 84771932 0.16761649346295676 0.0 0.0 0.0
chr16:84772479-84772561 chr16 84772479 84772561 0.08380824673147838 0.0 0.0 0.0
chr16:84773944-84774022 chr16 84773944 84774022 0.08380824673147838 0.0 0.0 0.0
chr16:84774165-84774238 chr16 84774165 84774238 0.08380824673147838 0.0 0.0 0.0
chr16:84774650-84774727 chr16 84774650 84774727 0.25142474019443517 0.0 0.0 0.0
chr16:84774727-84774734 chr16 84774727 84774734 0.16761649346295676 0.0 0.0 0.0
chr16:84774734-84774756 chr16 84774734 84774756 0.08380824673147838 0.0 0.0 0.0
chr16:84774952-84774955 chr16 84774952 84774955 0.0 78.61213543412673 30.602782071097373 0.0
chr16:84774952-84774956 chr16 84774952 84774956 29.58431109621187 0.0 0.0 106.33693972179289
chr16:84774955-84774956 chr16 84774955 84774956 0.0 78.27690244720081 30.293663060278206 0.0
chr16:84774956-84774957 chr16 84774956 84774957 28.91384512236004 77.69024472008046 0.0 105.71870170015455
chr16:84774956-84774962 chr16 84774956 84774962 0.0 0.0 29.675425038639876 0.0
chr16:84774957-84774958 chr16 84774957 84774958 0.0 77.27120348642306 0.0 105.4095826893354
chr16:84774957-84774959 chr16 84774957 84774959 28.662420382165607 0.0 0.0 0.0
chr16:84774958-84774959 chr16 84774958 84774959 0.0 77.1035869929601 0.0 105.10046367851622
chr16:84774959-84774960 chr16 84774959 84774960 0.0 77.01977874622864 0.0 0.0
chr16:84774959-84774961 chr16 84774959 84774961 0.0 0.0 0.0 104.79134466769706
chr16:84774959-84774963 chr16 84774959 84774963 28.578612135434128 0.0 0.0 0.0
chr16:84774960-84774961 chr16 84774960 84774961 0.0 76.60073751257124 0.0 0.0
chr16:84774961-84774962 chr16 84774961 84774962 0.0 76.3493127723768 0.0 104.17310664605873
chr16:84774962-84774963 chr16 84774962 84774963 0.0 76.09788803218237 29.36630602782071 104.4822256568779
chr16:84774963-84774964 chr16 84774963 84774964 28.159570901776735 75.51123030506201 0.0 103.86398763523957
chr16:84774963-84774965 chr16 84774963 84774965 0.0 0.0 28.74806800618238 0.0
chr16:84774964-84774965 chr16 84774964 84774965 27.99195440831378 75.00838082467315 0.0 102.6275115919629
chr16:84774965-84774966 chr16 84774965 84774966 0.0 73.41602413677506 0.0 98.60896445131375
chr16:84774965-84774968 chr16 84774965 84774968 0.0 0.0 27.820710973724882 0.0
chr16:84774965-84774970 chr16 84774965 84774970 27.070063694267517 0.0 0.0 0.0
chr16:84774966-84774967 chr16 84774966 84774967 0.0 73.16459939658063 0.0 0.0
chr16:84774966-84774971 chr16 84774966 84774971 0.0 0.0 0.0 98.2998454404946
chr16:84774967-84774968 chr16 84774967 84774968 0.0 73.08079114984915 0.0 0.0
chr16:84774968-84774969 chr16 84774968 84774969 0.0 72.74555816292323 0.0 0.0
chr16:84774968-84774975 chr16 84774968 84774975 0.0 0.0 27.51159196290572 0.0
chr16:84774969-84774970 chr16 84774969 84774970 0.0 72.57794166946027 0.0 0.0
chr16:84774970-84774972 chr16 84774970 84774972 26.98625544753604 72.24270868253437 0.0 0.0
chr16:84774971-84774972 chr16 84774971 84774972 0.0 0.0 0.0 97.3724884080371
chr16:84774972-84774973 chr16 84774972 84774973 0.0 71.99128394233993 0.0 96.75425038639877
chr16:84774972-84774975 chr16 84774972 84774975 26.90244720080456 0.0 0.0 0.0
chr16:84774973-84774974 chr16 84774973 84774974 0.0 71.82366744887698 0.0 96.44513137557959
chr16:84774974-84774975 chr16 84774974 84774975 0.0 71.48843446195106 0.0 95.5177743431221
chr16:84774975-84774976 chr16 84774975 84774976 0.0 70.65035199463628 26.89335394126739 94.89953632148377
chr16:84774975-84774977 chr16 84774975 84774977 26.231981226952733 0.0 0.0 0.0
chr16:84774976-84774977 chr16 84774976 84774977 0.0 70.39892725444184 26.584234930448222 94.5904173106646
chr16:84774977-84774978 chr16 84774977 84774978 0.0 69.97988602078445 0.0 93.97217928902627
chr16:84774977-84774979 chr16 84774977 84774979 25.81293999329534 0.0 26.275115919629055 0.0
chr16:84774978-84774979 chr16 84774978 84774979 0.0 69.81226952732149 0.0 93.66306027820711
chr16:84774979-84774980 chr16 84774979 84774980 25.729131746563862 69.3932282936641 0.0 0.0
chr16:84774979-84774981 chr16 84774979 84774981 0.0 0.0 0.0 93.04482225656878
chr16:84774979-84774984 chr16 84774979 84774984 0.0 0.0 25.965996908809892 0.0
chr16:84774980-84774981 chr16 84774980 84774981 25.645323499832383 69.30942004693262 0.0 0.0
chr16:84774981-84774982 chr16 84774981 84774982 25.142474019443515 68.47133757961784 0.0 92.42658423493044
chr16:84774982-84774983 chr16 84774982 84774983 24.974857525980557 68.38752933288636 0.0 0.0
chr16:84774982-84774986 chr16 84774982 84774986 0.0 0.0 0.0 91.80834621329211
chr16:84774983-84774984 chr16 84774983 84774984 24.807241032517602 68.13610459269192 0.0 0.0
chr16:84774984-84774985 chr16 84774984 84774985 0.0 67.38183037210862 0.0 0.0
chr16:84774984-84774986 chr16 84774984 84774986 24.723432785786123 0.0 25.656877897990725 0.0
chr16:84774985-84774987 chr16 84774985 84774987 0.0 67.13040563191419 0.0 0.0
chr16:84774986-84774987 chr16 84774986 84774987 24.555816292323165 0.0 0.0 0.0
chr16:84774986-84774988 chr16 84774986 84774988 0.0 0.0 24.111282843894898 0.0
chr16:84774986-84774989 chr16 84774986 84774989 0.0 0.0 0.0 90.57187017001546
chr16:84774987-84774988 chr16 84774987 84774988 0.0 66.79517264498827 0.0 0.0
chr16:84774987-84774989 chr16 84774987 84774989 24.30439155212873 0.0 0.0 0.0
chr16:84774988-84774989 chr16 84774988 84774989 0.0 66.45993965806235 23.802163833075735 0.0
chr16:84774989-84774990 chr16 84774989 84774990 0.0 0.0 0.0 89.95363214837712
chr16:84774989-84774993 chr16 84774989 84774993 0.0 65.87328193094201 0.0 0.0
chr16:84774989-84774994 chr16 84774989 84774994 24.136775058665773 0.0 0.0 0.0
chr16:84774989-84774998 chr16 84774989 84774998 0.0 0.0 23.183925811437405 0.0
chr16:84774990-84774993 chr16 84774990 84774993 0.0 0.0 0.0 89.64451313755796
chr16:84774993-84774994 chr16 84774993 84774994 0.0 65.70566543747906 0.0 89.33539412673879
chr16:84774994-84774995 chr16 84774994 84774995 0.0 64.86758297016426 0.0 0.0
chr16:84774994-84774998 chr16 84774994 84774998 24.052966811934294 0.0 0.0 88.71715610510046
chr16:84774995-84774996 chr16 84774995 84774996 0.0 64.53234998323835 0.0 0.0
chr16:84774996-84774997 chr16 84774996 84774997 0.0 64.44854173650687 0.0 0.0
chr16:84774997-84774998 chr16 84774997 84774998 0.0 64.28092524304392 0.0 0.0
chr16:84774998-84774999 chr16 84774998 84774999 23.88535031847134 64.02950050284949 0.0 0.0
chr16:84774998-84775000 chr16 84774998 84775000 0.0 0.0 22.874806800618238 88.4080370942813
chr16:84774999-84775000 chr16 84774999 84775000 23.71773382500838 63.86188400938653 0.0 0.0
chr16:84775000-84775002 chr16 84775000 84775002 22.71203486423064 62.10191082802548 0.0 0.0
chr16:84775000-84775003 chr16 84775000 84775003 0.0 0.0 0.0 87.17156105100463
chr16:84775000-84775013 chr16 84775000 84775013 0.0 0.0 21.638330757341578 0.0
chr16:84775002-84775003 chr16 84775002 84775003 22.628226617499163 0.0 0.0 0.0
chr16:84775002-84775004 chr16 84775002 84775004 0.0 61.682869594368086 0.0 0.0
chr16:84775003-84775004 chr16 84775003 84775004 22.460610124036204 0.0 0.0 0.0
chr16:84775003-84775005 chr16 84775003 84775005 0.0 0.0 0.0 86.55332302936631
chr16:84775004-84775005 chr16 84775004 84775005 22.37680187730473 61.59906134763661 0.0 0.0
chr16:84775005-84775006 chr16 84775005 84775006 0.0 61.347636607442176 0.0 0.0
chr16:84775005-84775007 chr16 84775005 84775007 22.20918538384177 0.0 0.0 85.93508500772798
chr16:84775006-84775007 chr16 84775006 84775007 0.0 61.2638283607107 0.0 0.0
chr16:84775007-84775008 chr16 84775007 84775008 22.12537713711029 61.18002011397922 0.0 85.31684698608964
chr16:84775008-84775009 chr16 84775008 84775009 21.873952396915858 60.8447871270533 0.0 0.0
chr16:84775008-84775010 chr16 84775008 84775010 0.0 0.0 0.0 84.08037094281298
chr16:84775009-84775010 chr16 84775009 84775010 21.79014415018438 60.76097888032183 0.0 0.0
chr16:84775010-84775011 chr16 84775010 84775011 21.622527656721424 60.174321153201475 0.0 0.0
chr16:84775010-84775013 chr16 84775010 84775013 0.0 0.0 0.0 82.84389489953632
chr16:84775011-84775012 chr16 84775011 84775012 0.0 60.00670465973852 0.0 0.0
chr16:84775011-84775017 chr16 84775011 84775017 21.538719409989945 0.0 0.0 0.0
chr16:84775012-84775013 chr16 84775012 84775013 0.0 59.839088166275566 0.0 0.0
chr16:84775013-84775014 chr16 84775013 84775014 0.0 59.50385517934965 0.0 82.53477588871715
chr16:84775013-84775018 chr16 84775013 84775018 0.0 0.0 21.32921174652241 0.0
chr16:84775014-84775015 chr16 84775014 84775015 0.0 0.0 0.0 82.22565687789799
chr16:84775014-84775016 chr16 84775014 84775016 0.0 59.42004693261817 0.0 0.0
chr16:84775015-84775017 chr16 84775015 84775017 0.0 0.0 0.0 81.91653786707883
chr16:84775016-84775017 chr16 84775016 84775017 0.0 59.33623868588669 0.0 0.0
chr16:84775017-84775018 chr16 84775017 84775018 21.371102916526986 58.833389205497824 0.0 0.0
chr16:84775017-84775020 chr16 84775017 84775020 0.0 0.0 0.0 80.06182380216383
chr16:84775018-84775020 chr16 84775018 84775020 21.287294669795507 58.665772712034865 0.0 0.0
chr16:84775018-84775021 chr16 84775018 84775021 0.0 0.0 21.020092735703244 0.0
chr16:84775020-84775021 chr16 84775020 84775021 21.20348642306403 58.330539725108956 0.0 79.4435857805255
chr16:84775021-84775022 chr16 84775021 84775022 21.119678176332553 0.0 0.0 0.0
chr16:84775021-84775023 chr16 84775021 84775023 0.0 57.49245725779417 20.71097372488408 77.58887171561051
chr16:84775022-84775024 chr16 84775022 84775024 21.035869929601073 0.0 0.0 0.0
chr16:84775023-84775024 chr16 84775023 84775024 0.0 57.241032517599734 0.0 77.27975270479135
chr16:84775023-84775025 chr16 84775023 84775025 0.0 0.0 20.09273570324575 0.0
chr16:84775024-84775025 chr16 84775024 84775025 20.952061682869594 56.9896077774053 0.0 0.0
chr16:84775024-84775026 chr16 84775024 84775026 0.0 0.0 0.0 76.97063369397218
chr16:84775025-84775026 chr16 84775025 84775026 20.868253436138115 56.65437479047939 0.0 0.0
chr16:84775025-84775028 chr16 84775025 84775028 0.0 0.0 19.783616692426584 0.0
chr16:84775026-84775027 chr16 84775026 84775027 20.952061682869594 56.90579953067382 0.0 76.66151468315302
chr16:84775027-84775028 chr16 84775027 84775028 21.371102916526986 57.157224270868255 0.0 77.58887171561051
chr16:84775028-84775029 chr16 84775028 84775029 22.460610124036204 57.32484076433121 20.71097372488408 79.13446676970634
chr16:84775029-84775030 chr16 84775029 84775030 22.628226617499163 57.66007375125712 21.32921174652241 79.4435857805255
chr16:84775030-84775031 chr16 84775030 84775031 0.0 57.241032517599734 0.0 80.06182380216383
chr16:84775030-84775032 chr16 84775030 84775032 23.382500838082468 0.0 0.0 0.0
chr16:84775030-84775033 chr16 84775030 84775033 0.0 0.0 21.638330757341578 0.0
chr16:84775031-84775032 chr16 84775031 84775032 0.0 55.39725108950721 0.0 78.516228748068
chr16:84775032-84775033 chr16 84775032 84775033 23.550117331545426 55.648675829701645 0.0 0.0
chr16:84775032-84775034 chr16 84775032 84775034 0.0 0.0 0.0 78.20710973724884
chr16:84775033-84775034 chr16 84775033 84775034 23.88535031847134 0.0 21.94744976816074 0.0
chr16:84775033-84775035 chr16 84775033 84775035 0.0 55.8162923231646 0.0 0.0
chr16:84775034-84775035 chr16 84775034 84775035 24.052966811934294 0.0 21.638330757341578 78.516228748068
chr16:84775035-84775036 chr16 84775035 84775036 23.80154207173986 54.6429768689239 21.94744976816074 0.0
chr16:84775035-84775037 chr16 84775035 84775037 0.0 0.0 0.0 76.35239567233384
chr16:84775036-84775037 chr16 84775036 84775037 24.30439155212873 55.22963459604425 22.874806800618238 0.0
chr16:84775037-84775038 chr16 84775037 84775038 9.051290646999664 14.49882668454576 7.727975270479134 27.202472952086552
chr16:84775038-84775039 chr16 84775038 84775039 9.637948374120013 14.750251424740195 0.0 0.0
chr16:84775038-84775040 chr16 84775038 84775040 0.0 0.0 8.0370942812983 26.89335394126739
chr16:84775039-84775040 chr16 84775039 84775040 9.554140127388536 0.0 0.0 0.0
chr16:84775039-84775041 chr16 84775039 84775041 0.0 14.834059671471673 0.0 0.0
chr16:84775040-84775041 chr16 84775040 84775041 9.637948374120013 0.0 0.0 0.0
chr16:84775040-84775042 chr16 84775040 84775042 0.0 0.0 8.346213292117465 0.0
chr16:84775040-84775043 chr16 84775040 84775043 0.0 0.0 0.0 26.584234930448222
chr16:84775041-84775043 chr16 84775041 84775043 9.805564867582971 15.169292658397588 0.0 0.0
chr16:84775042-84775043 chr16 84775042 84775043 0.0 0.0 8.0370942812983 0.0
chr16:84775043-84775044 chr16 84775043 84775044 10.559839088166276 15.5045256453235 8.65533230293663 0.0
chr16:84775043-84775045 chr16 84775043 84775045 0.0 0.0 0.0 27.820710973724882
chr16:84775044-84775045 chr16 84775044 84775045 11.565538048944017 16.342608112638285 8.964451313755795 0.0
chr16:84775045-84775046 chr16 84775045 84775046 11.649346295675494 16.845457593027156 0.0 28.438948995363216
chr16:84775045-84775047 chr16 84775045 84775047 0.0 0.0 9.582689335394127 0.0
chr16:84775046-84775047 chr16 84775046 84775047 11.984579282601409 16.92926583975863 0.0 0.0
chr16:84775046-84775049 chr16 84775046 84775049 0.0 0.0 0.0 28.74806800618238
chr16:84775047-84775048 chr16 84775047 84775048 0.0 16.761649346295677 9.891808346213292 0.0
chr16:84775047-84775049 chr16 84775047 84775049 12.403620516258801 0.0 0.0 0.0
chr16:84775048-84775049 chr16 84775048 84775049 0.0 16.677841099564198 0.0 0.0
chr16:84775048-84775050 chr16 84775048 84775050 0.0 0.0 9.582689335394127 0.0
chr16:84775049-84775050 chr16 84775049 84775050 12.655045256453235 16.92926583975863 0.0 29.057187017001546
chr16:84775050-84775051 chr16 84775050 84775051 12.403620516258801 0.0 0.0 26.275115919629055
chr16:84775050-84775052 chr16 84775050 84775052 0.0 15.839758632249413 8.964451313755795 0.0
chr16:84775051-84775052 chr16 84775051 84775052 12.655045256453235 0.0 0.0 26.584234930448222
chr16:84775052-84775053 chr16 84775052 84775053 13.241702983573584 16.342608112638285 8.65533230293663 26.89335394126739
chr16:84775053-84775054 chr16 84775053 84775054 13.40931947703654 16.51022460610124 0.0 27.51159196290572
chr16:84775053-84775057 chr16 84775053 84775057 0.0 0.0 8.964451313755795 0.0
chr16:84775054-84775055 chr16 84775054 84775055 0.0 0.0 0.0 27.820710973724882
chr16:84775054-84775056 chr16 84775054 84775056 13.660744217230976 16.761649346295677 0.0 0.0
chr16:84775055-84775056 chr16 84775055 84775056 0.0 0.0 0.0 28.12982998454405
chr16:84775056-84775057 chr16 84775056 84775057 13.912168957425411 17.01307408649011 0.0 0.0
chr16:84775056-84775058 chr16 84775056 84775058 0.0 0.0 0.0 27.51159196290572
