test_id	block_id	gene_id	gene_name	event_type	event_components	chromosome	strand	left_anchor	right_anchor	n_tested_paths	tested_path_signatures	n_test_levels	statistic	empirical_p_value	fdr
ENSMUSG00000032998.17:B2	ENSMUSG00000032998.17:B2	ENSMUSG00000032998.17	Foxj3	multi-exon skipping	multi-exon skipping	chr4	+	[119396894, 119397042]	[119417799, 119417860]	2	[[], [[119400644, 119400723], [119416964, 119417028]]]	4	11.676948779640655	0.002015875015749	0.0088868153540817
ENSMUSG00000033065.15:B1	ENSMUSG00000033065.15:B1	ENSMUSG00000033065.15	Pfkm	alternative first region	mutually exclusive exons	chr15	+	null	[98010034, 98010127]	3	[[[97990469, 97990546]], [[97990524, 97990546], [98010001, 98010034]], [[98006346, 98006492]]]	5	23.18127381378508	0.0057159188339525	0.0209897967902464
ENSMUSG00000033316.15:B1	ENSMUSG00000033316.15:B1	ENSMUSG00000033316.15	Galnt9	alternative first region		chr5	+	null	[110761943, 110762129]	2	[[[110692220, 110692808], [110725305, 110725486], [110736107, 110736274], [110737634, 110737809], [110743931, 110744129], [110750446, 110750564]], [[110751387, 110751467]]]	3	6.819634971798436	0.0118257859821171	0.0377450265844992
ENSMUSG00000033565.19:B2	ENSMUSG00000033565.19:B2	ENSMUSG00000033565.19	Rbfox2	complex internal		chr15	-	[76987078, 76987139]	[77016916, 77017141]	2	[[[77001120, 77001264], [76997804, 76997858]], [[77001120, 77001267], [76997804, 76997858], [76989776, 76989869]]]	5	15.207100651896445	0.0014879107253564	0.0068298170151028
ENSMUSG00000033565.19:B4	ENSMUSG00000033565.19:B4	ENSMUSG00000033565.19	Rbfox2	compound internal	cassette exon; mutually exclusive exons	chr15	-	[76970266, 76970355]	[76982139, 76982272]	3	[[], [[76976011, 76976054]], [[76978650, 76978690]]]	5	22.028225691281737	0.0093360007621225	0.0311439344229533
ENSMUSG00000033565.19:B5	ENSMUSG00000033565.19:B5	ENSMUSG00000033565.19	Rbfox2	alternative last region	alternative donor; mutually exclusive exons	chr15	-	null	[76969777, 76969850]	5	[[[76963190, 76968406]], [[76964678, 76966471]], [[76967688, 76968406]], [[76968001, 76968406]], [[76968361, 76968406]]]	5	39.688367402504106	0.002286367533581	0.0098357984959125
ENSMUSG00000033569.18:B1	ENSMUSG00000033569.18:B1	ENSMUSG00000033569.18	Adgrb3	alternative first region		chr1	-	[25267501, 25267628]	null	4	[[[25267735, 25267907]], [[25865084, 25865841], [25598835, 25598946], [25592755, 25592917], [25586496, 25586661], [25571555, 25571720], [25570950, 25571115], [25543993, 25544095], [25543513, 25543620], [25527005, 25527200], [25499823, 25499892], [25496072, 25496181], [25471507, 25471657], [25470503, 25470579], [25459638, 25459741], [25435516, 25435560]], [[25868542, 25868592], [25866987, 25867167], [25865084, 25865856], [25598835, 25598946], [25592755, 25592917], [25586496, 25586661], [25571555, 25571720], [25570950, 25571115], [25543993, 25544095], [25543513, 25543620], [25527005, 25527200], [25499823, 25499892], [25496072, 25496181], [25471507, 25471657], [25470503, 25470579], [25459638, 25459741], [25435516, 25435560]], [[25868542, 25868788], [25865084, 25865856], [25598835, 25598946], [25592755, 25592917], [25586496, 25586661], [25571555, 25571720], [25570950, 25571115], [25543993, 25544095], [25543513, 25543620], [25527005, 25527200], [25499823, 25499892], [25496072, 25496181], [25471507, 25471657], [25470503, 25470579], [25459638, 25459741], [25435516, 25435560]]]	4	23.14014843973323	0.0118128989235019	0.0377450265844992
ENSMUSG00000033597.10:B1	ENSMUSG00000033597.10:B1	ENSMUSG00000033597.10	Caskin1	alternative first region	cassette exon	chr17	+	null	[24707848, 24708037]	2	[[], [[24707756, 24707848]]]	5	17.285383136369994	0.0006199628022318	0.0032861718773064
ENSMUSG00000033720.13:B1	ENSMUSG00000033720.13:B1	ENSMUSG00000033720.13	Sfxn5	alternative first region	alternative acceptor; mutually exclusive exons	chr6	-	[85296503, 85296572]	null	3	[[[85309261, 85309732]], [[85310289, 85310401]], [[85310289, 85310404]]]	6	103.5437633401908	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000033768.18:B1	ENSMUSG00000033768.18:B1	ENSMUSG00000033768.18	Nrxn2	alternative first region	alternative acceptor	chr19	+	null	[6554904, 6555086]	4	[[[6468767, 6469002], [6477834, 6478808], [6493660, 6493678], [6498284, 6498314], [6500557, 6500629], [6505008, 6505310], [6522287, 6522449], [6523347, 6523786], [6531139, 6531526], [6531701, 6531905], [6538813, 6538840], [6540096, 6540216], [6540563, 6540945], [6541513, 6541704], [6542865, 6543039], [6543365, 6543485]], [[6468794, 6469002], [6477834, 6478808], [6493660, 6493678], [6498284, 6498314], [6505008, 6505310], [6513853, 6513877], [6522287, 6522449], [6523347, 6523786], [6531139, 6531526], [6531701, 6531905], [6540096, 6540216], [6540563, 6540945], [6541513, 6541704], [6542865, 6543039], [6543365, 6543485]], [[6547857, 6548561]], [[6547864, 6548561]]]	8	159.9125768684577	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000033808.17:B1	ENSMUSG00000033808.17:B1	ENSMUSG00000033808.17	Tmem87a	alternative first region	alternative acceptor; cassette exon	chr2	-	[120234385, 120234550]	null	3	[[], [[120234550, 120234559]], [[120234550, 120234570]]]	3	11.512522245962616	0.0138871667699938	0.0435440915798573
ENSMUSG00000033900.14:B1	ENSMUSG00000033900.14:B1	ENSMUSG00000033900.14	Map9	alternative first region	cassette exon	chr3	+	null	[82265493, 82265562]	2	[[], [[82265378, 82265493]]]	5	17.69337171204401	0.0004959702417854	0.0027012935798775
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	Gria2	mutually exclusive exons	mutually exclusive exons	chr3	-	[80596409, 80596658]	[80599591, 80599839]	2	[[[80597710, 80597825]], [[80598626, 80598741]]]	8	39.65406392486556	0.0001905306277984	0.0015180391809236
ENSMUSG00000034145.15:B1	ENSMUSG00000034145.15:B1	ENSMUSG00000034145.15	Tmem63c	alternative first region	mutually exclusive exons	chr12	+	null	[87099599, 87099662]	3	[[[87073065, 87073364]], [[87073337, 87073364], [87085215, 87085364]], [[87085212, 87085364]]]	3	21.020225261018567	0.0003719776813391	0.0022697996529028
ENSMUSG00000034243.18:B1	ENSMUSG00000034243.18:B1	ENSMUSG00000034243.18	Golgb1	whole-gene complex		chr16	+	null	null	2	[[[36695529, 36695625], [36705372, 36705550], [36706492, 36706590], [36707600, 36707765], [36707918, 36708068], [36709733, 36709856], [36711728, 36711854], [36715192, 36715306], [36718866, 36719269], [36720819, 36720935], [36724914, 36725029], [36728183, 36728257], [36732233, 36737362], [36738270, 36740158], [36744994, 36745173], [36746097, 36746260], [36746450, 36746588], [36748616, 36748760], [36748997, 36749095], [36749617, 36749752], [36751920, 36752026], [36752184, 36753447]], [[36706495, 36706590], [36707600, 36707765], [36707918, 36708068], [36709733, 36709856], [36711728, 36711854], [36713677, 36713800], [36715192, 36715306], [36718866, 36719269], [36720819, 36720935], [36724914, 36725029], [36728183, 36728257], [36732233, 36737362], [36738270, 36740158], [36744994, 36745173], [36746097, 36746260], [36746450, 36746588], [36748616, 36748760], [36748997, 36749095], [36749617, 36749752], [36751920, 36752026], [36752184, 36753447]]]	6	39.26191750596522	0.000197745699031	0.0015180391809236
ENSMUSG00000034269.13:B1	ENSMUSG00000034269.13:B1	ENSMUSG00000034269.13	Setd5	alternative first region	multi-exon skipping	chr6	+	null	[113081997, 113082082]	2	[[], [[113054325, 113054673], [113081895, 113081997]]]	6	27.029522403632	0.000197745699031	0.0015180391809236
ENSMUSG00000034275.20:B1	ENSMUSG00000034275.20:B1	ENSMUSG00000034275.20	Igsf9b	alternative first region	cassette exon	chr9	+	null	[27210523, 27210813]	2	[[], [[27210499, 27210523]]]	4	29.83536425002201	0.0001259921884843	0.0015180391809236
ENSMUSG00000034353.15:B1	ENSMUSG00000034353.15:B1	ENSMUSG00000034353.15	Ramp1	alternative first region	alternative acceptor; cassette exon	chr1	+	null	[91107767, 91107862]	3	[[], [[91107543, 91107767]], [[91107763, 91107767]]]	3	11.681386235865672	0.0127712337259764	0.0404725396191531
ENSMUSG00000034390.17:B1	ENSMUSG00000034390.17:B1	ENSMUSG00000034390.17	Cmip	alternative first region	mutually exclusive exons	chr8	+	null	[118103813, 118103939]	2	[[[117983802, 117984140]], [[118075908, 118076114]]]	11	96.57871422481767	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000034593.17:B1	ENSMUSG00000034593.17:B1	ENSMUSG00000034593.17	Myo5a	alternative first region	cassette exon	chr9	+	null	[74978881, 74978941]	2	[[], [[74978469, 74978881]]]	6	19.251403983046337	0.0011864741941862	0.0056199748400153
ENSMUSG00000034656.19:B1	ENSMUSG00000034656.19:B1	ENSMUSG00000034656.19	Cacna1a	alternative first region		chr8	+	null	[85328017, 85328134]	3	[[[85141992, 85142572], [85188118, 85188224], [85189314, 85189454], [85241591, 85241683], [85245239, 85245392], [85249644, 85249838], [85260022, 85260126], [85262689, 85262805], [85263030, 85263087], [85264064, 85264157], [85271202, 85271412], [85275137, 85275250], [85276085, 85276198], [85276306, 85276438], [85276993, 85277066], [85279641, 85279759], [85279890, 85279958], [85283332, 85283439], [85285644, 85286319], [85292576, 85293022], [85294247, 85294386], [85296531, 85296661], [85297825, 85297885], [85298415, 85298522], [85306098, 85306198], [85306691, 85306852], [85307842, 85307980], [85310187, 85310389], [85313673, 85313838], [85315377, 85315488], [85320765, 85320849]], [[85142005, 85142537], [85189314, 85189454], [85241591, 85241683], [85245239, 85245392], [85249644, 85249838], [85260022, 85260126], [85262689, 85262805], [85263030, 85263087], [85264064, 85264157], [85271202, 85271412], [85275137, 85275250], [85276085, 85276198], [85276306, 85276438], [85276993, 85277066], [85279641, 85279759], [85279890, 85279958], [85283332, 85283439], [85285644, 85286319], [85292576, 85293022], [85294247, 85294386], [85296531, 85296661], [85297825, 85297885], [85298415, 85298522], [85306098, 85306198], [85306691, 85306852], [85307842, 85307980], [85310187, 85310389], [85313673, 85313838], [85315377, 85315488], [85320765, 85320849]], [[85327122, 85327290]]]	5	46.13686017940597	0.0001905306277984	0.0015180391809236
ENSMUSG00000034656.19:B2	ENSMUSG00000034656.19:B2	ENSMUSG00000034656.19	Cacna1a	cassette exon	cassette exon	chr8	+	[85328017, 85328134]	[85328552, 85328668]	2	[[], [[85328384, 85328450]]]	5	28.005043545287084	0.0001239925604463	0.0015180391809236
ENSMUSG00000034656.19:B3	ENSMUSG00000034656.19:B3	ENSMUSG00000034656.19	Cacna1a	alternative last region	cassette exon	chr8	+	[85365866, 85366692]	null	2	[[], [[85366692, 85366875]]]	5	16.650426612274217	0.0006199628022318	0.0032861718773064
ENSMUSG00000034730.18:B1	ENSMUSG00000034730.18:B1	ENSMUSG00000034730.18	Adgrb1	alternative first region		chr15	+	null	[74435808, 74435950]	3	[[[74388043, 74388715], [74400778, 74401789], [74410146, 74410308], [74411051, 74411162], [74411555, 74411720], [74412244, 74412409], [74412666, 74412840], [74413378, 74413543], [74413637, 74413739], [74415104, 74415211], [74415356, 74415551], [74416125, 74416194], [74416793, 74416902], [74419468, 74419612], [74420120, 74420196], [74420380, 74420483], [74421862, 74421906]], [[74435640, 74435730]], [[74435701, 74435760], [74435796, 74435808]]]	8	101.57448126341924	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000034730.18:B2	ENSMUSG00000034730.18:B2	ENSMUSG00000034730.18	Adgrb1	alternative last region	cassette exon	chr15	+	[74460535, 74461292]	null	2	[[], [[74461292, 74461313]]]	8	55.420574164588594	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000034799.17:B1	ENSMUSG00000034799.17:B1	ENSMUSG00000034799.17	Unc13a	alternative first region	cassette exon	chr8	-	[72124269, 72124380]	null	2	[[], [[72124380, 72124401]]]	6	39.89412911364465	0.000197745699031	0.0015180391809236
ENSMUSG00000034818.18:B1	ENSMUSG00000034818.18:B1	ENSMUSG00000034818.18	Celf5	alternative first region	alternative acceptor	chr10	-	[81307142, 81307191]	null	2	[[[81318294, 81318518], [81312702, 81312785]], [[81318294, 81318543], [81312702, 81312785]]]	5	36.49306580553923	0.0001239925604463	0.0015180391809236
ENSMUSG00000034902.18:B1	ENSMUSG00000034902.18:B1	ENSMUSG00000034902.18	Pip5k1c	alternative first region	cassette exon	chr10	+	null	[81128838, 81128986]	2	[[], [[81128813, 81128838]]]	6	13.242366984805892	0.0154241645244215	0.0474446235198529
ENSMUSG00000035011.16:B1	ENSMUSG00000035011.16:B1	ENSMUSG00000035011.16	Zbtb7a	alternative first region	alternative acceptor; mutually exclusive exons	chr10	+	null	[80979795, 80981051]	4	[[[80972104, 80972533]], [[80972382, 80972493]], [[80972411, 80972533]], [[80973786, 80973904]]]	6	38.92082374207634	0.0020958369057826	0.0091041110468263
ENSMUSG00000035168.17:B1	ENSMUSG00000035168.17:B1	ENSMUSG00000035168.17	Tanc1	alternative first region	alternative acceptor; multi-exon skipping	chr2	+	null	[59477154, 59477216]	3	[[], [[59442385, 59442540], [59477112, 59477154]], [[59442387, 59442540], [59477112, 59477154]]]	4	17.05682986747702	0.0075875920553447	0.0261652790787673
ENSMUSG00000035545.14:B1	ENSMUSG00000035545.14:B1	ENSMUSG00000035545.14	Leng8	alternative first region	alternative acceptor	chr7	+	null	[4140064, 4140150]	2	[[[4140047, 4140064]], [[4140058, 4140064]]]	8	85.50687008571178	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000035863.15:B1	ENSMUSG00000035863.15:B1	ENSMUSG00000035863.15	Palm	alternative first region	cassette exon	chr10	+	null	[79629500, 79629574]	2	[[], [[79629405, 79629500]]]	6	30.15049379277934	0.000197745699031	0.0015180391809236
ENSMUSG00000035863.15:B2	ENSMUSG00000035863.15:B2	ENSMUSG00000035863.15	Palm	alternative last region	cassette exon; mutually exclusive exons	chr10	+	[79651018, 79651075]	null	3	[[[79651075, 79653232]], [[79652625, 79652757], [79654874, 79656730]], [[79654874, 79656730]]]	6	54.914244066200034	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000035864.15:B1	ENSMUSG00000035864.15:B1	ENSMUSG00000035864.15	Syt1	alternative first region	cassette exon	chr10	-	[108846436, 108846836]	null	2	[[], [[108846836, 108846843]]]	10	104.08534473107612	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000035901.15:B1	ENSMUSG00000035901.15:B1	ENSMUSG00000035901.15	Dennd5a	alternative first region	cassette exon	chr7	-	[109559280, 109559607]	null	2	[[], [[109559607, 109559677]]]	7	36.1537405357456	0.000223164472216	0.0015647871063651
ENSMUSG00000036095.12:B1	ENSMUSG00000036095.12:B1	ENSMUSG00000036095.12	Dgkb	alternative first region	mutually exclusive exons	chr12	+	null	[38031753, 38032009]	2	[[[37930335, 37930417]], [[37930703, 37930953]]]	5	11.488936666848549	0.0142591444513329	0.0443977906780138
ENSMUSG00000036568.8:B1	ENSMUSG00000036568.8:B1	ENSMUSG00000036568.8	Bicral	alternative first region	mutually exclusive exons	chr17	-	[47141876, 47141922]	null	2	[[[47141922, 47142339]], [[47143181, 47143240]]]	2	4.6629826306699975	0.0044500338589532	0.017117732835412
ENSMUSG00000036591.17:B1	ENSMUSG00000036591.17:B1	ENSMUSG00000036591.17	Arhgap21	alternative first region	alternative acceptor; mutually exclusive exons	chr2	-	[20972158, 20972531]	null	3	[[[20972531, 20972532]], [[20973294, 20973337]], [[20973294, 20973692]]]	9	118.95015215624524	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000036591.17:B2	ENSMUSG00000036591.17:B2	ENSMUSG00000036591.17	Arhgap21	cassette exon	cassette exon	chr2	-	[20919442, 20919622]	[20972158, 20972531]	2	[[], [[20972140, 20972158]]]	9	61.23343212191192	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000036591.17:B4	ENSMUSG00000036591.17:B4	ENSMUSG00000036591.17	Arhgap21	alternative last region	cassette exon	chr2	-	null	[20853404, 20855196]	2	[[], [[20852729, 20853404]]]	9	51.69593859076952	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000036667.15:B1	ENSMUSG00000036667.15:B1	ENSMUSG00000036667.15	Tcaf1	alternative first region	mutually exclusive exons	chr6	-	[42663258, 42663892]	null	2	[[[42669866, 42669993]], [[42686892, 42687022]]]	5	15.48688279587848	0.0011159330440173	0.0053715587875538
ENSMUSG00000036882.8:B1	ENSMUSG00000036882.8:B1	ENSMUSG00000036882.8	Arhgap33	alternative first region	alternative acceptor; mutually exclusive exons	chr7	-	[30232359, 30232457]	null	5	[[[30233527, 30233605]], [[30234350, 30234422], [30233527, 30233610]], [[30234350, 30234434], [30233527, 30233637]], [[30234350, 30234437], [30233527, 30233610]], [[30234350, 30234485]]]	3	21.246422801146483	0.0121939601790987	0.0388505242915473
ENSMUSG00000036882.8:B2	ENSMUSG00000036882.8:B2	ENSMUSG00000036882.8	Arhgap33	multi-exon skipping	multi-exon skipping	chr7	-	[30223396, 30223845]	[30232190, 30232269]	2	[[], [[30232184, 30232190], [30231744, 30231825], [30231503, 30231641], [30230948, 30231041], [30230010, 30230133], [30229849, 30229927], [30229700, 30229767], [30229560, 30229620], [30229319, 30229472], [30229140, 30229243], [30228078, 30228223], [30227894, 30227977], [30227704, 30227812], [30226566, 30226712], [30225771, 30225925], [30225538, 30225684], [30225379, 30225454], [30223845, 30224013]]]	3	7.808490749005737	0.0048072300740313	0.0180245826565259
ENSMUSG00000037300.20:B4	ENSMUSG00000037300.20:B4	ENSMUSG00000037300.20	Ttc13	cassette exon	cassette exon	chr8	-	[125400186, 125400266]	[125400395, 125400474]	2	[[], [[125400266, 125400395]]]	3	6.835849103902338	0.0116334967791558	0.0375348872530372
ENSMUSG00000037386.17:B1	ENSMUSG00000037386.17:B1	ENSMUSG00000037386.17	Rims2	alternative first region		chr15	+	null	[39538335, 39538477]	3	[[[39061726, 39061933], [39138370, 39138403], [39138808, 39138895], [39155496, 39155707], [39208705, 39209016], [39300392, 39301318], [39315619, 39315828], [39317755, 39317875], [39320073, 39320173], [39321159, 39321283], [39322984, 39323031], [39325893, 39326006], [39335729, 39335860], [39339775, 39339947], [39341952, 39342106], [39370361, 39370430], [39373040, 39373197], [39374659, 39374770], [39399267, 39399377], [39430338, 39430439], [39448985, 39449158], [39479664, 39479906]], [[39061757, 39061933], [39155496, 39155707], [39208705, 39209016], [39300392, 39301318], [39315619, 39315828], [39317755, 39317875], [39320073, 39320173], [39321159, 39321283], [39322984, 39323031], [39325893, 39326006], [39335729, 39335860], [39339775, 39339947], [39341952, 39342106], [39370361, 39370430], [39373040, 39373197], [39374659, 39374770], [39381201, 39381267], [39398233, 39398413], [39399267, 39399377], [39430338, 39430439], [39448985, 39449158], [39479664, 39479906]], [[39522961, 39523322]]]	5	36.52933223442811	0.0003810612555968	0.0022697996529028
ENSMUSG00000037509.22:B1	ENSMUSG00000037509.22:B1	ENSMUSG00000037509.22	Arhgef4	alternative first region		chr1	+	null	[34843994, 34844174]	2	[[[34717268, 34717343], [34760784, 34764240], [34771189, 34771489], [34784398, 34784525], [34832306, 34832443]], [[34840784, 34841082]]]	2	4.425271529770017	0.005804391989939	0.0211218754435183
ENSMUSG00000037541.23:B1	ENSMUSG00000037541.23:B1	ENSMUSG00000037541.23	Shank2	alternative first region		chr7	+	null	[143838791, 143838874]	3	[[[143555664, 143555754], [143584987, 143585207], [143606025, 143606229], [143608518, 143608590], [143611423, 143611532], [143622459, 143622611], [143623760, 143623928], [143635539, 143635656], [143645448, 143645526], [143682075, 143682142], [143733491, 143733810], [143740556, 143740726], [143746153, 143746267], [143812801, 143812877]], [[143729265, 143729693], [143733491, 143733810], [143740556, 143740726], [143746153, 143746267], [143812801, 143812877]], [[143838281, 143838791]]]	6	38.129226325280094	0.000476326569496	0.0026345888828337
ENSMUSG00000037541.23:B3	ENSMUSG00000037541.23:B3	ENSMUSG00000037541.23	Shank2	alternative last region	cassette exon	chr7	+	[143974295, 143975098]	null	2	[[], [[143975098, 143978231]]]	6	20.11333331256604	0.0007909827961241	0.0040597704896172
ENSMUSG00000037608.17:B1	ENSMUSG00000037608.17:B1	ENSMUSG00000037608.17	Bclaf1	alternative first region	alternative acceptor	chr10	+	null	[20188282, 20188350]	2	[[[20188214, 20188282]], [[20188229, 20188282]]]	4	13.255324623662489	0.0003779765654529	0.0022697996529028
ENSMUSG00000037703.15:B1	ENSMUSG00000037703.15:B1	ENSMUSG00000037703.15	Lzts3	alternative first region	mutually exclusive exons	chr2	-	[130479804, 130479967]	null	2	[[[130479967, 130480015]], [[130484640, 130484723]]]	2	4.605272862780346	0.0046435135919512	0.0176711489471477
ENSMUSG00000037754.14:B1	ENSMUSG00000037754.14:B1	ENSMUSG00000037754.14	Ppp1r16b	alternative first region	mutually exclusive exons	chr2	+	null	[158537781, 158538130]	3	[[[158507317, 158507529], [158508549, 158508745]], [[158508652, 158508745]], [[158509038, 158509169]]]	7	42.91990857120315	0.0003810612555968	0.0022697996529028
ENSMUSG00000037876.18:B1	ENSMUSG00000037876.18:B1	ENSMUSG00000037876.18	Jmjd1c	alternative first region		chr10	+	null	[67025514, 67025628]	2	[[[66963036, 66963201], [66993685, 66993850]], [[67021528, 67022090]]]	5	15.411933201698048	0.0012399256044637	0.0057809096899212
ENSMUSG00000037989.16:B5	ENSMUSG00000037989.16:B5	ENSMUSG00000037989.16	Wnk2	compound internal	multi-exon skipping	chr13	-	[49196103, 49196342]	[49206034, 49206249]	3	[[[49197849, 49197894], [49196342, 49196360]], [[49204832, 49205003]], [[49204832, 49205003], [49203959, 49204058], [49197849, 49197894]]]	6	33.58408324859119	0.0012384490806897	0.0057809096899212
ENSMUSG00000037989.16:B6	ENSMUSG00000037989.16:B6	ENSMUSG00000037989.16	Wnk2	alternative last region	alternative donor; mutually exclusive exons	chr13	-	null	[49192567, 49192679]	4	[[[49189778, 49189981]], [[49189785, 49189981]], [[49191456, 49191608]], [[49192349, 49192567]]]	6	51.30439778865971	0.0001905306277984	0.0015180391809236
ENSMUSG00000038034.16:B1	ENSMUSG00000038034.16:B1	ENSMUSG00000038034.16	Igsf8	alternative first region		chr1	+	null	[172143717, 172144095]	3	[[[172089207, 172089363], [172117798, 172118294], [172119282, 172119445]], [[172139337, 172139365], [172140057, 172140160]], [[172139933, 172140160]]]	2	7.400925971695528	0.0065378329006826	0.0231949808687564
ENSMUSG00000038095.16:B1	ENSMUSG00000038095.16:B1	ENSMUSG00000038095.16	Sbno1	alternative first region	mutually exclusive exons	chr5	-	[124552461, 124552590]	null	2	[[[124563509, 124563673]], [[124563909, 124563977]]]	5	19.209440508554515	0.0003719776813391	0.0022697996529028
ENSMUSG00000038244.15:B1	ENSMUSG00000038244.15:B1	ENSMUSG00000038244.15	Mical2	whole-gene complex		chr7	+	null	null	5	[[[111825062, 111825228], [111834553, 111834626], [111870436, 111870776], [111902794, 111903002], [111906210, 111906327], [111908632, 111908734], [111910522, 111910678], [111914178, 111914279], [111917592, 111917850], [111918918, 111919034], [111919813, 111919940], [111920552, 111920643], [111921722, 111921870], [111922684, 111922884], [111923181, 111923288], [111927858, 111927927], [111931102, 111931246], [111945928, 111946115], [111948600, 111948689], [111950531, 111954401]], [[111870505, 111870776], [111902794, 111903002], [111906210, 111906327], [111908632, 111908734], [111910522, 111910678], [111914178, 111914279], [111917592, 111917850], [111918918, 111919034], [111919813, 111919940], [111920552, 111920643], [111921722, 111921870], [111922684, 111922884], [111923181, 111923288], [111927858, 111927927], [111931102, 111931246], [111933035, 111933161], [111934144, 111934363], [111934535, 111934637], [111936055, 111936181], [111944452, 111944560], [111945928, 111946115], [111948600, 111948689], [111950531, 111950634], [111953105, 111953182]], [[111967514, 111967665], [111975221, 111975296], [111979489, 111979635], [111980162, 111981444], [111990472, 111990564], [111994000, 111994081], [111996678, 111996772], [112006766, 112006866], [112010596, 112010670], [112012009, 112012313]], [[111973551, 111973860], [111975221, 111975296], [111979489, 111979635], [111980162, 111981444], [111990472, 111990564], [111994000, 111994081], [111994288, 111994562]], [[111974074, 111974139], [111975221, 111975296], [111979489, 111979635], [111980162, 111981444], [111990472, 111990564], [111994000, 111994081], [111996678, 111996772], [112006766, 112006866], [112010596, 112010670], [112012009, 112012309]]]	5	126.36421536361664	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000038296.15:B1	ENSMUSG00000038296.15:B1	ENSMUSG00000038296.15	Galnt18	cassette exon	cassette exon	chr7	-	[111119196, 111119382]	[111147882, 111147997]	2	[[], [[111147837, 111147882]]]	9	32.40161697870223	0.0007621225111936	0.0039457563733602
ENSMUSG00000038453.18:B1	ENSMUSG00000038453.18:B1	ENSMUSG00000038453.18	Srcin1	alternative first region	alternative acceptor; mutually exclusive exons	chr11	-	[97427133, 97427332]	null	4	[[[97464621, 97464770], [97442502, 97442804], [97433359, 97433383], [97427869, 97428065]], [[97464621, 97464879], [97442502, 97442804], [97433359, 97433383], [97427869, 97428065]], [[97465793, 97466041], [97442502, 97442804], [97439705, 97439804], [97433359, 97433383], [97427869, 97428065]], [[97465793, 97466052], [97442502, 97442804], [97433359, 97433383], [97427869, 97428065]]]	7	137.0022720510528	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000038453.18:B2	ENSMUSG00000038453.18:B2	ENSMUSG00000038453.18	Srcin1	alternative last region	cassette exon; mutually exclusive exons	chr11	-	null	[97413915, 97414068]	5	[[[97407489, 97409582]], [[97409435, 97409582], [97400165, 97403474]], [[97409435, 97409582], [97403684, 97403761]], [[97413198, 97413321], [97409435, 97409582], [97400165, 97403474]], [[97413198, 97413321], [97410139, 97410999]]]	7	177.03990125447925	9.52653138992093e-05	0.0015180391809236
ENSMUSG00000038564.12:B1	ENSMUSG00000038564.12:B1	ENSMUSG00000038564.12	Ift172	alternative first region	cassette exon	chr5	-	[31448317, 31448451]	null	2	[[], [[31448451, 31448460]]]	4	12.306914298083443	0.0010079375078745	0.0049726778435581
ENSMUSG00000038615.18:B1	ENSMUSG00000038615.18:B1	ENSMUSG00000038615.18	Nfe2l1	alternative first region	alternative acceptor; mutually exclusive exons	chr11	-	[96712929, 96713145]	null	6	[[[96714770, 96714839]], [[96714901, 96714953]], [[96718023, 96718545]], [[96718023, 96718781]], [[96720644, 96720794], [96718023, 96719049]], [[96720648, 96720781], [96718023, 96719049]]]	4	33.924973870341574	0.0061922454034486	0.0222795738657413
ENSMUSG00000038623.10:B1	ENSMUSG00000038623.10:B1	ENSMUSG00000038623.10	Tm6sf1	alternative first region	mutually exclusive exons	chr7	+	null	[81512897, 81513001]	2	[[[81508748, 81509288]], [[81512434, 81512466]]]	2	4.619328672783589	0.0047402534584502	0.0178864224777539
ENSMUSG00000038738.16:B1	ENSMUSG00000038738.16:B1	ENSMUSG00000038738.16	Shank1	alternative first region	cassette exon	chr7	+	null	[43962130, 43962385]	2	[[], [[43962111, 43962130]]]	10	36.96329450252187	0.000476326569496	0.0026345888828337
ENSMUSG00000038914.16:B2	ENSMUSG00000038914.16:B2	ENSMUSG00000038914.16	Dido1	alternative last region		chr2	-	null	[180325601, 180325821]	3	[[[180316760, 180317220], [180316483, 180316643], [180315267, 180315384], [180315023, 180315128], [180314075, 180314211], [180313184, 180313707], [180312653, 180312807], [180312057, 180312147], [180311005, 180311379]], [[180316760, 180317220], [180316483, 180316643], [180315267, 180315384], [180315023, 180315128], [180314075, 180314211], [180313184, 180313707], [180312653, 180312807], [180312057, 180312147], [180311183, 180311379], [180299756, 180304376]], [[180322850, 180325601]]]	3	13.440396644110958	0.004339739615623	0.0167658920941966
ENSMUSG00000039000.9:B1	ENSMUSG00000039000.9:B1	ENSMUSG00000039000.9	Ube3c	alternative first region	cassette exon	chr5	+	null	[29774443, 29774578]	2	[[], [[29774239, 29774443]]]	7	39.90711542625675	0.000223164472216	0.0015647871063651
